SPK_SPKC04a (inhibited),SPK_SPKC16a (short excitation)
213.7944,172.7044
213.8246,173.109275
213.839825,173.211075
213.9305,173.646175
213.946875,173.666475
213.967875,174.272675
214.051675,174.730775
214.075475,175.07015
214.148175,175.09055
214.194425,175.1897
214.245725,175.830075
214.298425,176.129875
214.329925,176.142425
214.341725,176.35775
214.423225,176.474975
214.461725,176.490175
214.55465,176.7681
214.604125,176.901125
214.655175,177.132
214.70955,177.251825
214.725925,177.6486
214.799175,177.6569
214.8598,177.6645
214.8835,177.7006
214.9144,177.75725
214.957825,177.905925
214.982475,177.93965
215.01095,177.992825
215.1049,178.0003
215.129125,178.0914
215.145775,178.10625
215.159175,178.2947
215.261975,178.310175
215.268825,178.311725
215.42515,178.43925
215.446375,178.643225
215.46175,178.87215
215.48095,178.9104
215.535525,179.067475
215.604475,179.1868
215.62685,179.25545
215.71575,179.310925
215.7427,179.8204
215.810575,179.9106
215.815075,180.459275
215.830825,180.57175
215.928825,180.92235
215.9783,181.00935
216.028175,181.20355
216.103675,181.395
216.13215,181.459975
216.221425,181.6349
216.24415,181.70755
216.3031,182.414025
216.326825,182.434425
216.34195,182.62815
216.36055,182.646475
216.4871,182.86405
216.516375,183.08855
216.567,183.116525
216.596375,183.130475
216.639175,183.48175
216.67685,183.867775
216.767275,183.873025
216.82405,183.89415
216.905175,184.351125
216.934525,184.7514
216.9942,185.11135
217.0282,186.34535
217.059725,186.348825
217.08225,186.472925
217.149225,186.7411
217.159825,186.89945
217.17035,187.2406
217.232425,187.6215
217.253775,187.830575
217.322675,188.2513
217.408725,188.30225
217.4884,188.807325
217.50475,188.9159
217.514075,189.142875
217.5376,189.18545
217.5532,189.193525
217.562775,189.93185
217.6197,190.196425
217.64985,190.2852
217.667425,190.36405
217.709925,190.6213
217.719275,190.90335
217.742275,191.080275
217.755875,191.385925
217.78315,191.5113
217.861175,191.7886
217.9081,192.439
217.95575,192.45665
217.977125,192.4944
217.98745,192.83285
218.0776,193.139425
218.194825,193.40265
218.19745,193.52305
218.34845,193.602025
218.380175,193.716375
218.432825,193.8189
218.461,194.451775
218.4713,194.5511
218.575775,194.869425
218.6116,195.27695
218.624375,195.29305
218.695575,195.312925
218.854525,195.325375
218.87465,195.511675
218.901875,195.517125
218.997875,196.098275
219.06435,196.161125
219.08395,196.2405
219.10465,196.36945
219.1482,196.757575
219.2142,197.100925
219.23015,197.112125
219.3038,197.446975
219.396175,197.4695
219.472575,197.74325
219.485325,197.760775
219.5218,197.9042
219.532675,198.327975
219.5738,199.010775
219.585775,199.56885
219.649975,199.93585
219.82525,200.7115
219.840475,200.718925
219.8615,200.88825
219.880925,201.542325
219.93325,201.605875
219.9901,201.615325
220.045875,201.673125
220.134225,201.715325
220.23345,202.097325
220.2425,202.148625
220.2741,202.14985
220.330325,202.208925
220.368875,202.218575
220.4236,202.263475
220.50115,202.341775
220.728625,202.384475
220.7979,202.82785
220.84555,202.9705
220.912975,203.219825
220.939225,203.72345
220.954675,203.778675
221.0063,203.78045
221.0658,203.871075
221.07875,204.05985
221.1078,204.1379
221.13825,204.389025
221.148525,204.578
221.163275,204.7672
221.1856,205.069275
221.2277,205.074825
221.50975,205.08815
221.573575,205.616275
221.6515,206.115375
221.6746,206.87125
221.86,208.209225
221.87635,208.223425
221.94115,208.756925
221.955625,208.76075
221.984825,208.7883
222.096875,208.8394
222.113575,208.92585
222.144475,208.941725
222.18025,208.951725
222.236125,209.04355
222.35295,209.165725
222.366175,209.19845
222.429,209.27005
222.614325,209.28395
222.727575,209.297925
222.853375,209.477975
222.8834,209.897175
222.9776,210.16125
223.00375,210.217225
223.101125,210.23935
223.166775,210.367975
223.20535,211.32615
223.297675,211.41125
223.3513,211.506925
223.371225,211.803425
223.401325,212.1111
223.450625,212.13655
223.527775,212.2529
223.54535,213.0548
223.57815,213.24085
223.6264,213.720375
223.748,213.7452
223.8009,213.82645
223.932475,213.95275
223.9926,214.36415
224.08675,214.66345
224.130325,214.72445
224.18125,214.79685
224.226975,214.99175
224.309,215.0133
224.343125,215.832875
224.3647,215.85585
224.383475,215.930025
224.39935,215.94145
224.43145,216.27685
224.47745,216.42075
224.52895,216.456375
224.557775,216.760425
224.592375,216.802875
224.625125,216.973875
224.802975,217.117775
224.8157,217.441225
224.839275,217.5189
224.8523,217.54085
224.902775,217.585325
224.9827,217.610725
225.08545,217.617025
225.113175,217.618175
225.12805,218.046025
225.163325,218.0985
225.2241,218.303925
225.283875,218.380725
225.3127,218.63255
225.35535,218.70455
225.419225,218.7927
225.464025,218.90935
225.54085,219.3293
225.608125,219.35595
225.66815,219.3718
225.779825,219.434375
225.8217,219.681275
225.8485,220.06305
225.867575,220.16785
225.882525,220.416525
225.896875,220.462475
225.915175,220.525275
225.9723,220.9615
226.103375,220.9908
226.140425,221.10805
226.1683,221.144775
226.18995,221.171075
226.2408,221.252675
226.2622,221.33775
226.355275,221.530625
226.3898,221.538225
226.416025,221.979525
226.45135,222.0092
226.545625,222.091925
226.60015,222.298025
226.64445,222.350225
226.67485,222.604825
226.692325,222.6338
226.75405,222.650475
226.8433,222.69625
226.902975,222.75855
226.960025,222.9569
226.9873,223.081025
227.023425,223.097675
227.1062,223.384975
227.131775,223.41255
227.190075,223.4332
227.2336,223.4912
227.256925,224.060875
227.344625,224.077125
227.36785,224.4101
227.399975,224.777775
227.423775,224.808375
227.462125,224.8371
227.500525,224.92595
227.648325,224.95575
227.683425,225.521125
227.70625,226.35745
227.723775,226.563
227.999375,226.9376
228.016225,227.508625
228.102775,227.7793
228.13245,227.8909
228.2096,227.9981
228.267125,228.019625
228.281425,228.275875
228.317875,228.454
228.37015,228.67155
228.441975,229.079925
228.465825,229.36745
228.491175,229.5576
228.5132,229.8834
228.64595,230.4098
228.684825,230.612925
228.700825,230.633075
228.754775,230.645225
228.76915,230.693375
228.823375,230.891675
228.8412,231.011925
228.90035,231.167025
228.90995,232.117025
228.920675,232.13365
229.045375,232.182775
229.06315,232.6038
229.088275,232.62675
229.168475,233.0406
229.197625,233.1466
229.236925,233.1931
229.295725,233.311425
229.343725,233.66175
229.445925,234.085875
229.5252,234.606025
229.55965,235.244
229.62035,235.491175
229.646025,235.5087
229.69845,235.572525
229.73245,235.721075
229.773025,235.82575
229.793925,236.3531
229.8091,236.519975
229.830975,236.532875
229.90335,237.34765
229.976875,237.74845
230.047175,237.802675
230.06685,237.8177
230.0827,237.8423
230.11255,238.291325
230.133325,238.618025
230.166825,238.75135
230.207625,238.937875
230.378575,239.690075
230.462575,240.365575
230.4835,240.7606
230.5196,240.76465
230.5375,240.796875
230.5795,240.80865
230.68755,240.828875
230.7274,241.071425
230.771125,241.2693
230.80715,241.402025
230.82355,241.65345
230.92155,241.79615
230.947075,242.2097
230.98095,242.3406
231.107575,242.57915
231.12655,242.581575
231.23085,242.732575
231.26175,243.039925
231.276675,243.048925
231.296125,243.0696
231.38225,243.64765
231.459925,243.795375
231.548675,243.822125
231.6027,244.152775
231.6124,244.63045
231.6307,244.69265
231.654575,244.72725
231.66085,244.733825
231.679475,244.856275
231.71205,245.01355
231.7458,245.18305
231.772025,245.86705
231.796,245.910025
231.8141,246.044475
232.0426,246.2967
232.0958,246.3357
232.11505,246.370275
232.1513,246.388925
232.178375,246.71695
232.311375,246.902475
232.36865,246.984225
232.39785,247.198525
232.41485,247.21315
232.4329,247.293975
232.4761,247.34745
232.483375,247.43775
232.50735,247.486325
232.5315,247.54565
232.5534,248.035
232.5731,248.443625
232.600725,248.44645
232.683125,248.535775
232.7099,248.6594
232.73855,248.692525
232.809875,248.901
232.885375,248.92745
233.0453,249.351525
233.079725,249.3949
233.1039,249.562175
233.1909,249.654475
233.2482,249.9411
233.293575,250.617375
233.321925,250.706025
233.396425,250.882725
233.444475,251.318575
233.4678,251.5333
233.5666,251.782025
233.5921,251.9176
233.6637,251.94575
233.697375,253.007425
233.723325,253.3296
233.743625,253.377975
233.882125,253.43215
233.9149,253.616525
233.94605,253.70705
234.00035,253.742125
234.038625,254.0326
234.061825,254.83805
234.125175,254.85895
234.179825,254.955725
234.23645,254.99815
234.290475,255.201925
234.3725,255.3059
234.42645,255.5791
234.522075,255.7083
234.54235,255.846725
234.564775,256.10465
234.580825,256.24645
234.6508,256.65935
234.6798,256.89285
234.703275,256.895225
234.77335,257.637875
234.817625,257.6609
234.84765,257.662075
234.8737,257.668025
234.933025,257.8322
234.9583,257.9575
235.031975,258.117
235.084525,258.1625
235.113775,258.2817
235.1541,258.391475
235.1931,258.395225
235.262075,258.40365
235.285475,258.941825
235.33225,259.0173
235.36795,259.130775
235.39355,259.26235
235.419875,259.712875
235.4387,259.84955
235.472775,260.199575
235.507125,260.20585
235.5643,260.728225
235.580225,260.9113
235.609575,260.91255
235.64455,260.9211
235.64905,260.932025
235.7566,260.93765
235.795875,261.038875
235.8145,261.198875
235.9826,261.528825
236.024875,261.68095
236.080625,262.350525
236.1346,262.6377
236.19795,263.0049
236.23035,263.1806
236.369875,263.539275
236.43115,263.674025
236.4721,263.72515
236.5049,264.038275
236.537425,264.09355
236.604275,264.37165
236.62835,264.5346
236.70485,264.958175
236.86545,265.450375
236.89895,265.65905
236.960825,265.729575
237.00075,265.912275
237.115075,265.975925
237.139975,266.046125
237.195625,266.2044
237.212425,266.28515
237.27045,266.457425
237.300575,266.7116
237.32225,267.1272
237.353675,267.399825
237.386325,267.893875
237.4125,267.945325
237.432675,268.046575
237.4448,268.36345
237.47405,268.76965
237.50215,268.946975
237.5057,269.001925
237.545425,269.012275
237.58605,269.37005
237.588275,269.741475
237.6293,270.355575
237.65675,270.69415
237.705875,271.03835
237.742025,271.1683
237.75865,271.4283
237.7918,271.674875
237.8085,272.2195
237.861125,272.39805
237.878,272.4248
237.920175,272.52655
237.9758,272.535175
237.9933,272.859975
238.0105,273.10765
238.025525,273.3227
238.0859,273.6752
238.18115,274.729175
238.198375,275.442175
238.215575,275.572
238.233375,275.628
238.249675,276.0876
238.31355,276.174
238.3359,276.23395
238.3515,276.364125
238.38405,276.40465
238.428725,276.587625
238.447575,276.594075
238.49635,276.70535
238.547175,276.8408
238.568475,277.27685
238.58475,277.719925
238.598425,277.73805
238.6342,277.8555
238.664425,278.099625
238.6822,278.211675
238.7214,278.247125
238.731875,278.3576
238.767325,278.49585
238.797675,278.836975
238.8144,278.959375
238.84565,279.2278
238.865175,279.282725
238.88335,279.2989
238.913275,279.466925
239.039175,279.521725
239.095025,279.824525
239.161125,280.063175
239.2019,280.1526
239.25225,280.33185
239.3222,280.357975
239.4674,280.583675
239.4817,280.646075
239.550125,280.71225
239.567675,281.02875
239.658625,281.073175
239.703775,281.346575
239.81605,281.552375
239.868,281.55635
239.96175,281.758125
239.986125,281.774875
240.038025,281.809775
240.0634,281.9118
240.0807,282.01145
240.1698,282.2872
240.25885,282.313
240.302325,282.3329
240.32845,282.408975
240.382025,282.467775
240.40805,282.51225
240.443425,282.51865
240.46305,282.570225
240.501575,282.8024
240.539075,283.115025
240.5609,283.287325
240.59185,283.901525
240.615625,283.9322
240.6477,284.53785
240.67085,284.602775
240.7104,284.634275
240.72805,284.996775
240.7467,285.309675
240.792075,285.372125
240.834675,285.43555
240.893775,285.494475
240.90105,285.587675
240.9195,285.676975
240.94915,285.81705
241.028325,285.851925
241.2299,285.874975
241.249575,285.920875
241.268725,286.34305
241.319725,286.51025
241.35285,286.554475
241.38285,286.9464
241.498875,287.10145
241.54545,287.148075
241.625175,287.17415
241.6522,287.219825
241.679225,287.34985
241.701225,287.504975
241.7181,287.568825
241.75235,287.574225
241.769275,287.851325
241.781475,288.1248
241.839225,288.13505
241.86295,288.15545
241.922775,288.167175
241.986925,288.6886
242.005975,288.844925
242.023075,289.473575
242.101375,289.49185
242.1113,289.574925
242.160075,290.491
242.17535,290.713425
242.20075,290.8152
242.230025,290.865675
242.243925,290.92375
242.272475,291.033875
242.3113,291.161075
242.3191,291.243
242.327,291.402175
242.33555,291.468075
242.3468,291.537025
242.41115,291.5706
242.424475,291.640875
242.46265,291.74635
242.512325,291.7589
242.650525,291.8583
242.66425,291.879425
242.682925,291.925875
242.80635,291.9334
242.844525,291.981025
242.888525,291.993675
242.910525,292.501775
242.961525,293.517125
242.9847,293.907725
242.99575,293.98215
243.009625,294.023525
243.027275,294.72675
243.0656,294.732325
243.090125,294.832025
243.102025,294.863325
243.11175,294.881475
243.143875,295.3049
243.153575,295.317175
243.205075,295.436975
243.232775,295.7089
243.2917,296.27795
243.360175,296.308575
243.3816,296.35945
243.408975,297.01635
243.436275,297.4274
243.50005,297.482125
243.51385,297.6975
243.543325,297.88045
243.6322,298.121275
243.674675,298.567925
243.69395,298.6757
243.727975,298.690675
243.7627,298.706525
243.7923,298.7156
243.801925,298.755875
243.8184,298.802625
243.841725,298.868825
243.8855,299.384625
243.922025,299.532825
243.94965,300.229225
244.02845,300.3819
244.043675,300.389125
244.085575,300.419175
244.105025,300.53005
244.152425,300.59675
244.16895,300.630425
244.254575,300.791725
244.283375,300.940125
244.2932,301.1666
244.30655,301.37735
244.3177,301.583225
244.33795,302.0409
244.456125,302.38365
244.5122,302.409275
244.55095,302.5162
244.576075,303.04485
244.6008,303.45615
244.6272,303.537275
244.656675,303.703125
244.684225,304.21175
244.71165,304.39405
244.733175,304.591725
244.750825,304.88855
244.761725,304.932575
244.777525,305.027675
244.792625,305.38605
244.86655,305.394975
244.893975,307.183725
244.9239,307.2004
244.984325,307.30105
245.046,307.85
245.09085,308.58815
245.155825,308.9797
245.1811,309.466825
245.195825,309.4828
245.2859,309.49345
245.337175,309.530875
245.3619,309.691
245.384175,309.889175
245.399575,309.951325
245.42085,
245.438,
245.455325,
245.527425,
245.618025,
245.64005,
245.65995,
245.684275,
245.74585,
245.803225,
245.8249,
245.8384,
245.8576,
245.897775,
245.9128,
245.9239,
246.0374,
246.12135,
246.1643,
246.255825,
246.28435,
246.3432,
246.393175,
246.4213,
246.4282,
246.459225,
246.498425,
246.550925,
246.589,
246.63185,
246.658475,
246.67725,
246.709375,
246.7256,
246.80105,
246.811325,
246.8318,
246.94365,
246.956975,
246.97795,
247.002125,
247.108725,
247.131225,
247.16855,
247.2114,
247.225675,
247.245625,
247.296925,
247.334525,
247.357725,
247.404775,
247.447,
247.48275,
247.522625,
247.61215,
247.628225,
247.713,
247.7275,
247.76065,
247.77325,
247.80845,
247.838825,
247.8901,
247.943325,
247.985,
248.060725,
248.081625,
248.12735,
248.23325,
248.294375,
248.30975,
248.336625,
248.372725,
248.402125,
248.447825,
248.497025,
248.540425,
248.569675,
248.596475,
248.7176,
248.736425,
248.785525,
248.8791,
248.909925,
248.93275,
248.973975,
248.99775,
249.05325,
249.103825,
249.1684,
249.189075,
249.199675,
249.23155,
249.259225,
249.296275,
249.32655,
249.3449,
249.424975,
249.450175,
249.5011,
249.537675,
249.5577,
249.58405,
249.626725,
249.6568,
249.676675,
249.71945,
249.775725,
249.80495,
249.823125,
249.856925,
249.8681,
249.94075,
249.9651,
250.0081,
250.133025,
250.1698,
250.22285,
250.24945,
250.39605,
250.4357,
250.45725,
250.48125,
250.559575,
250.576825,
250.5868,
250.603675,
250.6397,
250.705225,
250.71915,
250.732925,
250.751375,
250.805425,
250.821975,
250.85875,
250.874225,
250.891725,
250.944425,
250.99105,
251.0132,
251.02595,
251.10435,
251.147175,
251.161625,
251.2265,
251.24365,
251.27105,
251.287,
251.3045,
251.3607,
251.385575,
251.51275,
251.54815,
251.579,
251.6105,
251.717975,
251.7459,
251.785225,
251.807525,
251.824025,
251.838475,
251.867375,
251.93765,
251.955925,
251.97675,
251.991575,
252.07715,
252.20585,
252.262175,
252.286225,
252.396475,
252.427725,
252.457675,
252.48875,
252.504475,
252.5189,
252.563475,
252.67485,
252.708025,
252.757875,
252.861225,
252.88725,
252.9158,
252.929525,
253.011,
253.073525,
253.097475,
253.150925,
253.22825,
253.272425,
253.301275,
253.347775,
253.42405,
253.44415,
253.469625,
253.5407,
253.5822,
253.6162,
253.737075,
253.81535,
253.848325,
253.869725,
253.8953,
253.91755,
253.935825,
253.97165,
253.98975,
254.0985,
254.12885,
254.20385,
254.21895,
254.264525,
254.30465,
254.352275,
254.38395,
254.45155,
254.486425,
254.5116,
254.538925,
254.57705,
254.599425,
254.664275,
254.73675,
254.78325,
254.795475,
254.87175,
254.9514,
254.9649,
254.9975,
255.047025,
255.06995,
255.19235,
255.24445,
255.263975,
255.275925,
255.3421,
255.480475,
255.51885,
255.53865,
255.592525,
255.66395,
255.736125,
255.777225,
255.7875,
255.79605,
255.8095,
255.901825,
255.96345,
255.9926,
256.038775,
256.081225,
256.144725,
256.19675,
256.263425,
256.500475,
256.5536,
256.5755,
256.587925,
256.600325,
256.676175,
256.72935,
256.755875,
256.779675,
256.8009,
257.08925,
257.1165,
257.1728,
257.274725,
257.28535,
257.313125,
257.4743,
257.499375,
257.756225,
257.82295,
257.92275,
258.06455,
258.166025,
258.327375,
258.42785,
258.4659,
258.528775,
258.5994,
259.04165,
259.14635,
259.37345,
259.4333,
259.4459,
259.581175,
259.680625,
259.688525,
259.87195,
259.90965,
259.958125,
259.96785,
260.001825,
260.071125,
260.1605,
260.461825,
260.4713,
260.5119,
260.58855,
260.90345,
260.943425,
260.98265,
261.0001,
261.037825,
261.29345,
261.33975,
261.6371,
261.684775,
261.716675,
261.814325,
261.9855,
262.1975,
262.43175,
262.476775,
262.638025,
263.145125,
263.20285,
263.227425,
263.25695,
263.397825,
263.47515,
264.033675,
264.20585,
264.2651,
264.4795,
264.50695,
264.530275,
264.579525,
264.68295,
264.773875,
264.819325,
264.98705,
265.0754,
265.103575,
265.14135,
265.22885,
265.243175,
265.28725,
265.5334,
265.7105,
266.103725,
266.50125,
266.548375,
266.5655,
266.73315,
266.84525,
267.155625,
267.1886,
267.2824,
267.505975,
267.666,
267.717,
267.832775,
267.84825,
267.886425,
268.180025,
268.326675,
268.3625,
268.552425,
268.562175,
268.697925,
268.76165,
268.81725,
269.011975,
269.19275,
269.314,
269.40835,
269.90515,
270.083475,
270.10485,
270.189975,
270.479925,
270.490375,
270.52565,
270.6621,
270.70865,
271.222625,
271.268025,
272.09815,
272.524575,
272.53905,
272.77065,
272.838225,
272.874,
273.182275,
273.442125,
273.669175,
273.781125,
273.9827,
274.069525,
274.08255,
274.374225,
274.694075,
274.80375,
275.006,
275.238125,
275.268875,
275.31275,
275.719875,
275.833325,
276.0676,
276.410575,
276.90505,
277.335325,
277.663975,
277.817325,
277.89,
278.0719,
278.314225,
278.7149,
278.858075,
278.890975,
279.08885,
279.311825,
279.3255,
279.739575,
280.28795,
280.450825,
280.54135,
280.54425,
280.665225,
281.87035,
282.067425,
282.260675,
282.939475,
283.001975,
283.116125,
283.1706,
283.2785,
283.906025,
284.216525,
284.328175,
284.6279,
285.114975,
285.165475,
285.194725,
285.849875,
286.773325,
287.180275,
287.320525,
288.173425,
288.2189,
288.32235,
288.342775,
288.38205,
288.56815,
288.854625,
288.8757,
289.0941,
289.53525,
289.618175,
289.886575,
289.977825,
289.9935,
290.04055,
290.19985,
290.390275,
290.62215,
290.630775,
291.236375,
291.278375,
291.493925,
292.075275,
292.5267,
292.587875,
292.604675,
293.1214,
293.4875,
293.519175,
293.616675,
293.865825,
294.2829,
294.493325,
294.616775,
294.69805,
294.850725,
295.09635,
295.17975,
295.196475,
295.2322,
295.368175,
295.4193,
295.735,
295.835575,
295.92335,
296.034575,
296.104925,
296.21555,
296.308275,
296.3158,
296.396225,
296.62715,
296.762,
296.85095,
297.36035,
297.39525,
297.814425,
297.965875,
298.17465,
299.028275,
299.4453,
299.635475,
300.0577,
300.113825,
301.360025,
301.415825,
302.32315,
302.36735,
302.453825,
302.5316,
302.9132,
303.108425,
303.8033,
305.185025,
305.265625,
305.350475,
305.425025,
305.471125,
305.6022,
305.718675,
306.307675,
306.3249,
306.577375,
306.875775,
306.95385,
307.251175,
307.375625,
308.064225,
308.228725,
308.9096,
309.4483,
309.699075,
309.942875,
