SPK_SPKC10a,SPK_SPKC11a,SPK_SPKC11c,SPK_SPKC13a
205.555225,,228.07485,
205.642725,,228.180175,
205.676625,,228.1951,
205.6991,,228.372375,
205.7257,,229.019475,
205.82065,,229.110775,
205.958025,,229.2232,
205.984,,229.48155,
206.0325,,229.8161,
206.056,,230.066975,
206.0702,,230.45485,
206.0821,,230.4611,
206.1325,,230.499575,
206.1515,,230.51225,
206.193875,,230.721625,
206.204475,,230.9311,
206.215425,,231.28915,
206.22935,,231.36735,
206.2828,,231.5208,
206.324875,,231.5296,
206.494775,,231.8179,
206.555725,,232.29915,
206.581275,,232.438425,
206.59435,,232.4844,
206.6056,,232.6681,
206.6198,,232.735825,
206.6535,,232.791075,
206.67645,,233.04035,
206.719575,,233.0535,
206.7856,,233.340625,
206.8388,,233.433475,
206.892475,,233.486875,
206.9419,,233.5487,
206.96065,,233.8611,
206.982175,,234.11195,
206.992275,,234.1489,
207.012925,,234.162625,
207.2709,,234.298925,
207.374325,,234.62895,
207.419625,,234.755675,
207.563,,235.0767,
207.586975,,235.162875,
207.62325,,235.239125,
207.6446,,235.267225,
207.6632,,235.31065,
207.6959,,235.4301,
207.7581,,235.672125,
207.769275,,235.7579,
207.79065,,235.77715,
207.8325,,236.144225,
207.8451,,236.4147,
207.910725,,236.4498,
207.921575,,236.78875,
208.00865,,236.8451,
208.037675,,237.007925,
208.06385,,237.320025,
208.099325,,237.806475,
208.1123,,237.8462,
208.175725,,237.966875,
208.19225,,238.119125,
208.2095,,238.6808,
208.29495,,238.689075,
208.3184,,238.900575,
208.3787,,239.121625,
208.421075,,239.519975,
208.438875,,239.54625,
208.51835,,240.104275,
208.601475,,240.16255,
208.63915,,240.632825,
208.653175,,241.6591,
208.671625,,241.681275,
208.690975,,241.72065,
208.7473,,242.48795,
208.780775,,242.5404,
208.80335,,242.610075,
208.82285,,242.9042,
208.840875,,242.9213,
208.857525,,243.126925,
208.86675,,243.267875,
208.87505,,243.62065,
208.88355,,243.940375,
208.8927,,244.1951,
208.921,,244.34165,
208.9581,,244.592525,
209.000675,,244.779175,
209.028775,,244.8676,
209.05785,,245.1605,
209.143925,,245.261975,
209.1641,,245.3126,
209.1823,,245.46755,
209.195375,,245.554675,
209.22685,,245.6399,
209.296025,,245.67925,
209.334525,,245.7032,
209.3572,,245.77295,
209.383525,,245.977025,
209.395075,,246.020225,
209.410625,,246.08825,
209.464675,,246.366325,
209.556575,,247.035825,
209.7454,,247.2872,
209.7588,,247.38625,
209.846075,,247.443,
209.90975,,247.4813,
209.9922,,247.57625,
210.0638,,247.720375,
210.1041,,247.774825,
210.11895,,248.152,
210.153575,,248.174475,
210.21055,,248.251075,
210.544975,,248.2845,
210.567225,,248.357475,
210.599975,,248.384525,
210.62065,,248.48495,
210.790525,,248.616675,
211.62005,,248.65175,
211.705825,,248.9471,
211.8569,,248.997925,
211.92355,,249.162125,
211.9908,,249.1856,
212.0599,,249.1914,
212.11365,,249.23245,
212.4616,,249.360625,
212.482375,,249.3819,
212.4911,,249.4481,
212.59175,,249.516075,
213.22125,,249.7058,
213.564325,,249.7358,
213.6438,,249.8347,
213.790225,,250.120725,
213.946425,,250.231975,
213.9772,,250.275425,
214.049525,,250.3752,
214.215225,,250.564325,
214.268475,,250.623075,
214.288025,,250.7097,
214.3815,,250.95635,
214.4829,,251.018225,
214.674725,,251.1825,
214.805075,,251.2233,
214.998075,,251.41195,
215.06555,,251.50065,
215.1388,,251.569575,
215.18555,,251.615475,
215.3333,,251.684275,
215.57395,,251.878025,
216.053275,,251.910825,
216.20995,,251.93735,
216.25625,,251.9467,
216.298025,,252.26775,
216.80745,,252.63225,
216.829,,252.684775,
216.860675,,252.743825,
217.2909,,253.0465,
217.336475,,253.3271,
217.38315,,253.404325,
217.62885,,253.4371,
217.671325,,253.485475,
217.723675,,253.508275,
217.885775,,253.53195,
218.5133,,254.0658,
219.04235,,254.165575,
219.42625,,254.24725,
219.864925,,254.348975,
219.89345,,254.404575,
220.0765,,254.645025,
220.272625,,254.99495,
220.456325,,255.04065,
220.893725,,255.42245,
221.01135,,255.472725,
221.044825,,255.64085,
221.32215,,255.678225,
221.809875,,255.7397,
222.160425,,255.847075,
222.360475,,256.1699,
222.38415,,256.3214,
223.207125,,256.526925,
223.62865,,256.627575,
223.6428,,256.654,
223.6957,,256.7714,
223.8441,,256.9006,
223.88015,,256.969025,
224.212275,,257.051475,
224.31045,,257.103375,
224.3848,,257.2691,
224.448975,,257.3195,
224.46985,,257.3743,
224.495575,,258.110675,
224.565575,,258.1502,
224.742275,,258.270825,
224.858975,,258.317825,
224.962625,,258.444675,
225.02,,258.60405,
225.2614,,259.01785,
225.284225,,259.16595,
225.5285,,259.273175,
225.684225,,259.348175,
225.702425,,259.513925,
225.877425,,259.5359,
225.95035,,259.666475,
225.976925,,259.700625,
226.0236,,259.96125,
226.08285,,260.225475,
226.387025,,260.53975,
226.4733,,260.73605,
226.71205,,260.8172,
226.836,,260.8576,
226.890575,,261.0219,
227.2969,,261.122375,
227.5671,,261.18315,
227.6843,,261.50945,
227.810375,,261.58685,
227.915975,,261.652025,
228.1575,,261.778325,
228.1752,,261.79965,
228.29555,,261.905125,
228.52255,,261.925125,
229.1201,,262.0206,
229.1968,,262.063,
229.797775,,262.2186,
229.970825,,262.261875,
230.2347,,262.376625,
230.248625,,262.726525,
230.438825,,262.906225,
230.44905,,262.9533,
231.352525,,263.2041,
231.5076,,263.307425,
231.522775,,263.4165,
231.6963,,263.500075,
231.9091,,263.569975,
231.96595,,263.846525,
232.271925,,264.056225,
232.5166,,264.085775,
232.5616,,264.107925,
232.626425,,264.146975,
232.642325,,264.2542,
232.64845,,264.79875,
232.925175,,264.8317,
233.307525,,264.88095,
233.3156,,264.9082,
234.2153,,265.359125,
234.5108,,265.462325,
234.602075,,265.717825,
234.62655,,265.92405,
234.731975,,266.029775,
235.100175,,266.137825,
235.1164,,266.360275,
235.149475,,266.47865,
235.21705,,266.491875,
235.646425,,266.74055,
235.9936,,266.8493,
236.007375,,266.987675,
236.324825,,267.14595,
236.39105,,267.19355,
236.893425,,267.286675,
236.9775,,267.33215,
237.114225,,267.4792,
237.22705,,267.586725,
237.4247,,267.659775,
237.61215,,267.8954,
238.607625,,267.925725,
239.3373,,268.226975,
239.879025,,268.29505,
240.005825,,268.3765,
240.150325,,268.46785,
240.58645,,268.5442,
241.226125,,269.0095,
241.241775,,269.158375,
242.31515,,269.2735,
242.5636,,269.511675,
242.9289,,269.679775,
243.0677,,269.7516,
243.279075,,269.877325,
243.840825,,269.951075,
244.19685,,270.181275,
244.600325,,270.6819,
244.7102,,270.7329,
245.163775,,270.771175,
245.21205,,270.80755,
245.247925,,271.00805,
245.422675,,271.360625,
245.585825,,271.518425,
245.76265,,271.631025,
245.910225,,271.937225,
245.990625,,271.971175,
246.021625,,272.027,
246.291425,,272.052525,
246.44425,,272.43795,
246.47445,,272.52945,
246.7157,,272.6405,
246.73145,,272.730975,
246.852875,,272.79515,
247.140175,,272.837225,
247.18335,,272.8755,
247.563075,,272.997475,
247.605875,,273.12295,
247.812925,,273.1589,
247.954325,,273.184475,
248.202675,,273.25335,
248.564525,,273.30545,
248.8563,,273.43705,
248.87945,,273.50415,
248.88935,,273.5203,
248.9201,,273.5367,
249.0075,,273.591925,
249.047975,,273.676025,
249.1112,,273.702175,
249.18675,,273.7809,
249.198275,,273.835025,
249.229375,,273.9034,
249.30395,,274.175,
249.31795,,274.275,
249.357275,,274.3033,
249.38045,,274.31965,
249.428625,,274.468625,
249.452925,,274.5165,
249.540025,,274.560125,
249.555775,,274.5919,
249.57055,,274.649675,
249.61545,,274.70475,
249.63245,,274.72915,
249.9545,,274.814425,
249.997075,,274.97405,
250.106425,,275.0972,
250.11885,,275.150675,
250.191375,,275.17375,
250.285975,,275.232225,
250.309425,,275.267075,
250.3199,,275.388125,
250.328325,,275.460425,
250.35165,,275.467925,
250.407425,,275.609725,
250.448725,,275.66245,
250.506975,,275.750075,
250.5219,,275.88825,
250.538075,,275.895175,
250.5721,,275.920225,
250.6472,,275.9738,
250.9058,,276.09085,
250.937875,,276.1502,
251.102275,,276.2765,
251.118525,,276.317975,
251.157425,,276.48925,
251.206325,,276.53115,
251.25045,,276.58105,
251.2872,,276.613375,
251.33765,,276.6709,
251.43105,,276.68245,
251.456,,276.71295,
251.508975,,276.767675,
251.551175,,276.8261,
251.566825,,276.8724,
251.62305,,276.944075,
251.637875,,276.985225,
251.6624,,277.112625,
251.764975,,277.3092,
251.816975,,277.3697,
251.853125,,277.4404,
251.869675,,277.4925,
251.898925,,277.532725,
252.06945,,277.571475,
252.121325,,277.657525,
252.162025,,277.701375,
252.19175,,277.826525,
252.233925,,277.84915,
252.245475,,277.8672,
252.296325,,277.937875,
252.40795,,278.030825,
252.5612,,278.09335,
252.639075,,278.1734,
252.6749,,278.248,
252.68285,,278.284325,
252.7854,,278.332425,
252.9429,,278.43285,
253.018075,,278.482075,
253.071775,,278.515175,
253.083725,,278.582375,
253.1088,,278.63685,
253.282,,278.7534,
253.63885,,278.98495,
253.683325,,279.055225,
253.8394,,279.09665,
254.204975,,279.12785,
254.4834,,279.187275,
254.627875,,279.242325,
254.824125,,279.311825,
254.891475,,279.59105,
254.9455,,279.839975,
255.04795,,280.186375,
255.1068,,280.261675,
255.283,,280.3973,
255.314575,,280.46005,
255.357775,,280.5607,
255.4985,,280.578525,
255.62925,,280.8557,
255.661675,,280.989175,
255.778625,,281.0337,
255.842075,,281.08435,
255.8557,,281.1351,
255.894375,,281.18335,
256.0042,,281.232775,
256.391225,,281.382975,
256.53125,,281.5077,
256.572775,,281.60685,
256.925075,,281.659425,
257.051475,,281.683725,
257.06265,,281.72105,
257.251925,,281.94095,
257.31325,,281.9705,
257.482225,,282.0774,
257.897225,,282.30065,
257.985275,,282.5408,
258.1766,,282.618175,
258.211875,,282.67015,
258.325525,,282.738175,
258.46195,,282.775775,
258.47785,,282.820525,
258.580575,,282.85145,
258.6117,,282.901125,
258.7145,,282.94315,
258.93105,,282.990775,
259.032275,,283.0618,
259.138875,,283.08115,
259.22065,,283.148475,
259.287,,283.203975,
259.3592,,283.230825,
259.4232,,283.34125,
259.7018,,283.381975,
259.778625,,283.540575,
259.9579,,283.725875,
259.9863,,283.76725,
259.995025,,283.799875,
260.036125,,283.8262,
260.084975,,283.870225,
260.105875,,283.88825,
260.14505,,283.99235,
260.163575,,284.019425,
260.21455,,284.092275,
260.236175,,284.166,
260.543375,,284.217225,
260.841675,,284.2713,
260.936625,,284.318275,
261.026375,,284.34965,
261.331575,,284.388425,
261.476075,,284.464825,
261.7278,,284.685375,
261.9141,,284.715125,
262.022475,,284.768575,
262.045,,284.89645,
262.2174,,284.924925,
262.2743,,284.9532,
262.39975,,285.013275,
262.443025,,285.137725,
262.477475,,285.303675,
262.541475,,285.39485,
262.6649,,285.418025,
262.87865,,285.422675,
262.996825,,285.430425,
263.014975,,285.499075,
263.034675,,285.730925,
263.059,,285.7528,
263.1059,,285.782125,
263.13265,,285.871025,
263.262975,,286.13805,
263.2839,,286.636675,
263.312475,,286.8715,
263.32675,,286.893375,
263.441775,,287.07865,
263.483925,,287.179125,
263.742925,,287.3387,
263.85345,,287.407425,
263.904825,,287.581725,
264.000325,,287.6473,
264.054225,,287.66625,
264.35635,,287.685625,
264.446575,,287.753725,
264.562975,,287.871225,
264.6095,,288.087575,
264.650775,,288.14915,
264.839875,,288.185075,
264.94835,,288.234025,
264.967375,,288.3321,
265.1543,,288.379275,
265.3184,,288.4807,
265.356975,,288.762725,
265.497825,,288.931025,
265.651525,,288.977275,
265.790825,,289.062875,
265.870825,,289.08735,
265.9151,,289.291125,
266.054425,,289.4596,
266.304175,,289.514175,
266.3821,,289.94995,
266.911875,,289.963325,
266.9453,,290.01825,
266.97965,,290.10425,
267.162525,,290.203275,
267.1715,,290.348825,
267.70985,,290.419925,
267.972325,,290.456375,
268.07015,,290.5077,
268.136975,,290.5195,
268.654525,,290.5566,
268.9964,,290.5958,
269.23215,,290.675375,
269.321125,,290.756775,
269.68645,,290.825575,
270.709975,,290.982925,
270.727925,,291.080925,
271.8972,,291.1656,
271.966,,291.351975,
272.026925,,291.396325,
272.069975,,291.4471,
272.20455,,291.50535,
272.29985,,291.570375,
272.695075,,291.73345,
272.752575,,291.758225,
272.7788,,291.82065,
272.86355,,291.8694,
272.96595,,291.89735,
273.036225,,291.95065,
273.09625,,291.977025,
273.110025,,292.040525,
273.1169,,292.088575,
273.181775,,292.221525,
273.223525,,292.290675,
273.276825,,292.357,
273.3215,,292.47165,
273.375675,,292.507075,
273.4801,,292.55315,
273.534875,,292.57865,
273.569175,,292.6102,
273.61335,,292.677375,
273.65605,,292.707125,
273.672075,,292.73635,
273.682125,,292.769025,
273.69325,,292.790775,
273.70205,,292.898775,
273.89655,,292.944275,
273.98995,,292.957275,
274.011825,,293.101175,
274.028625,,293.23305,
274.047875,,293.27675,
274.0664,,293.293475,
274.082175,,293.29555,
274.095925,,293.490675,
274.259025,,293.514975,
274.268825,,293.541775,
274.3154,,293.592925,
274.40215,,293.612325,
274.455275,,293.7181,
274.50515,,293.84365,
274.5657,,293.866075,
274.71665,,293.91965,
274.767975,,294.036725,
274.863025,,294.07195,
274.884175,,294.1057,
275.166075,,294.185225,
275.2287,,294.196175,
275.245475,,294.216775,
275.31485,,294.310975,
275.367125,,294.381725,
275.4773,,294.4654,
275.7352,,294.612625,
275.8113,,294.8771,
275.97245,,294.919275,
275.97375,,294.970925,
276.12705,,294.9967,
276.238825,,295.007475,
276.26615,,295.13195,
276.66375,,295.277875,
276.755275,,295.37415,
276.76545,,295.426675,
276.8699,,295.604975,
276.954175,,295.83735,
277.13885,,295.89005,
277.348075,,295.960125,
277.3583,,296.13925,
277.62065,,296.232575,
277.65085,,296.321275,
277.7052,,296.429475,
277.7292,,296.463075,
277.808675,,296.476,
277.83865,,296.5034,
277.863075,,296.6297,
277.9028,,296.6958,
277.927625,,296.9411,
277.945425,,297.050225,
277.959175,,297.070325,
278.138675,,297.12795,
278.215025,,297.23715,
278.23835,,297.42335,
278.31975,,297.582325,
278.362125,,297.66145,
278.51695,,297.806825,
278.70875,,297.89915,
278.904775,,298.119725,
278.9369,,298.228825,
279.11555,,298.284925,
279.48185,,298.448825,
279.620625,,298.53875,
279.817975,,298.58815,
279.85815,,298.61475,
280.369175,,298.751325,
280.436775,,298.785975,
280.792575,,298.8266,
280.843675,,298.869575,
281.011825,,298.9919,
281.23115,,299.022175,
281.284475,,299.118125,
281.324175,,299.1605,
281.38525,,299.207475,
281.4581,,299.245675,
281.515475,,299.274425,
281.6131,,299.2996,
281.743525,,299.40365,
281.79675,,299.531775,
281.888,,299.596875,
281.92085,,299.892525,
281.942075,,300.117425,
282.002975,,300.242375,
282.042125,,300.359275,
282.097625,,300.497525,
282.111625,,300.6161,
282.252375,,300.69505,
282.27915,,300.743775,
282.3255,,300.8593,
282.3806,,300.9061,
282.3901,,301.02165,
282.437225,,301.203875,
282.5779,,301.22955,
282.6131,,301.238875,
282.6826,,301.2878,
282.704925,,301.420875,
282.815675,,301.4563,
282.909675,,301.493325,
283.01295,,301.520975,
283.058675,,301.535875,
283.096525,,301.58855,
283.152375,,301.6896,
283.201875,,301.738275,
283.22065,,301.7834,
283.34435,,301.809775,
283.3672,,302.163725,
283.447125,,302.19045,
283.490075,,302.204525,
283.525825,,302.26245,
283.5756,,302.53325,
283.646375,,302.5731,
283.679425,,302.866575,
283.686975,,302.9397,
283.693125,,303.002,
283.774325,,303.028,
283.8523,,303.075775,
283.88675,,303.21525,
283.9054,,303.372975,
283.9844,,303.4228,
284.015275,,303.466975,
284.0358,,303.705475,
284.042425,,303.707,
284.063525,,303.7914,
284.256575,,303.961975,
284.27765,,303.9919,
284.30175,,304.04155,
284.33655,,304.079275,
284.408925,,304.11285,
284.434875,,304.196475,
284.4663,,304.2477,
284.58815,,304.398825,
284.6722,,304.581525,
284.727125,,304.71495,
284.761675,,304.79345,
284.774975,,304.989775,
284.7903,,305.16415,
284.829175,,305.195675,
284.85485,,305.210975,
284.8709,,305.2516,
284.8976,,305.437625,
284.9262,,305.6334,
284.934375,,305.657425,
284.94295,,305.7311,
285.020175,,305.77815,
285.0635,,305.839525,
285.0857,,306.049775,
285.10215,,306.1294,
285.1144,,306.36735,
285.1477,,306.451,
285.20835,,306.511525,
285.227125,,306.650525,
285.258425,,306.669675,
285.2835,,306.69005,
285.325525,,306.8605,
285.34135,,307.1138,
285.36995,,307.14745,
285.422625,,307.27695,
285.50245,,307.322,
285.5159,,307.53445,
285.553925,,307.65125,
285.80395,,307.674975,
285.818,,307.80465,
285.895025,,307.974675,
285.928275,,308.021675,
285.939925,,308.199825,
286.01365,,308.2203,
286.02075,,308.345925,
286.0594,,308.763125,
286.087675,,308.802475,
286.2551,,308.83485,
286.4223,,309.05715,
286.531325,,,
286.54285,,,
286.565325,,,
286.585075,,,
286.6067,,,
286.98475,,,
287.0871,,,
287.104975,,,
287.23,,,
287.3151,,,
287.89965,,,
288.043775,,,
288.076025,,,
288.09575,,,
288.140625,,,
288.191775,,,
288.216575,,,
288.27445,,,
288.306575,,,
288.515325,,,
288.58215,,,
288.615825,,,
288.640325,,,
288.689525,,,
288.704025,,,
288.739025,,,
288.920025,,,
289.084,,,
289.1073,,,
289.121875,,,
289.263925,,,
289.284825,,,
289.294675,,,
289.324275,,,
289.365525,,,
289.3896,,,
289.424025,,,
289.482025,,,
289.510925,,,
289.52455,,,
289.549775,,,
289.591775,,,
289.706325,,,
289.741625,,,
289.86855,,,
289.89435,,,
289.913875,,,
289.9228,,,
289.94745,,,
289.96335,,,
290.154175,,,
290.212175,,,
290.2287,,,
290.286425,,,
290.30135,,,
290.341475,,,
290.514825,,,
290.579625,,,
290.694175,,,
290.7704,,,
290.7788,,,
290.8964,,,
290.947075,,,
290.99425,,,
291.045225,,,
291.08535,,,
291.12495,,,
291.23775,,,
291.26345,,,
291.292425,,,
291.303275,,,
291.330475,,,
291.373325,,,
291.395275,,,
291.40675,,,
291.4459,,,
291.481575,,,
291.5117,,,
291.5248,,,
291.54245,,,
291.57405,,,
291.589675,,,
291.6351,,,
291.6965,,,
291.719925,,,
291.7266,,,
291.75915,,,
291.78535,,,
291.7971,,,
291.8242,,,
291.87065,,,
292.03115,,,
292.048425,,,
292.081625,,,
292.149525,,,
292.1923,,,
292.218675,,,
292.461975,,,
292.47685,,,
292.49105,,,
292.50325,,,
292.51725,,,
292.55,,,
292.57415,,,
292.59105,,,
292.621575,,,
292.631325,,,
292.649225,,,
292.665,,,
292.68205,,,
292.707775,,,
292.751225,,,
292.838,,,
292.8839,,,
292.93795,,,
292.993475,,,
293.0219,,,
293.088375,,,
293.165475,,,
293.184175,,,
293.31725,,,
293.33325,,,
293.37245,,,
293.47465,,,
293.501225,,,
293.513875,,,
293.547375,,,
293.7627,,,
293.79155,,,
293.808525,,,
293.83055,,,
293.882275,,,
293.944675,,,
293.989975,,,
294.0159,,,
294.081225,,,
294.124625,,,
294.148825,,,
294.211075,,,
294.241975,,,
294.286325,,,
294.33245,,,
294.35585,,,
294.37165,,,
294.458225,,,
294.483275,,,
294.513475,,,
294.546475,,,
294.743,,,
294.770525,,,
294.808125,,,
294.860525,,,
294.9329,,,
294.9881,,,
295.001475,,,
295.0398,,,
295.069325,,,
295.0825,,,
295.21295,,,
295.321075,,,
295.436675,,,
295.4456,,,
295.47525,,,
295.82105,,,
295.89215,,,
296.1014,,,
296.1514,,,
296.407025,,,
296.502125,,,
296.5951,,,
296.70355,,,
296.783525,,,
296.79945,,,
296.867475,,,
296.952,,,
297.183175,,,
297.196175,,,
297.30305,,,
297.4254,,,
297.461275,,,
297.49735,,,
297.510525,,,
297.5579,,,
297.567,,,
297.719575,,,
297.794325,,,
297.98605,,,
298.00455,,,
298.139825,,,
298.2398,,,
298.379375,,,
298.549575,,,
298.5736,,,
298.593525,,,
298.656,,,
298.733425,,,
298.742275,,,
298.798375,,,
298.848775,,,
298.898625,,,
298.919625,,,
298.936375,,,
298.94695,,,
298.962775,,,
298.977675,,,
299.025375,,,
299.04335,,,
299.06495,,,
299.0819,,,
299.119375,,,
299.17335,,,
299.350475,,,
299.367625,,,
299.384525,,,
299.397925,,,
299.49465,,,
299.50245,,,
299.605075,,,
299.675675,,,
299.739075,,,
299.78375,,,
299.81025,,,
299.891325,,,
299.952475,,,
299.979825,,,
299.9884,,,
300.11205,,,
300.14115,,,
300.220725,,,
300.24985,,,
300.317,,,
300.3718,,,
300.38935,,,
300.398925,,,
300.41295,,,
300.465025,,,
300.492425,,,
300.588675,,,
300.71955,,,
300.862375,,,
300.878625,,,
300.913475,,,
301.01995,,,
301.169075,,,
301.185375,,,
301.207625,,,
301.313,,,
301.323975,,,
301.4872,,,
301.495925,,,
301.533825,,,
301.5918,,,
301.665575,,,
301.770575,,,
301.951425,,,
301.989475,,,
302.1361,,,
302.155675,,,
302.191475,,,
302.40955,,,
302.43025,,,
302.46465,,,
302.5675,,,
302.649025,,,
302.663275,,,
302.7259,,,
302.80675,,,
302.821825,,,
302.925575,,,
303.0939,,,
303.107225,,,
303.129175,,,
303.221825,,,
303.276225,,,
303.3537,,,
303.4734,,,
303.70695,,,
303.7328,,,
303.7451,,,
303.7867,,,
303.9294,,,
304.0934,,,
304.20835,,,
304.2413,,,
304.28555,,,
304.49205,,,
304.5832,,,
304.6835,,,
304.736075,,,
304.784775,,,
304.8311,,,
305.04135,,,
305.1972,,,
305.315625,,,
305.474725,,,
305.54695,,,
305.6715,,,
305.820875,,,
306.0399,,,
306.10375,,,
306.161775,,,
306.365925,,,
306.420875,,,
306.453875,,,
306.518375,,,
306.54845,,,
306.628325,,,
306.640725,,,
306.662125,,,
306.7074,,,
306.8462,,,
306.871325,,,
307.15995,,,
307.285975,,,
307.334025,,,
307.371525,,,
307.383625,,,
307.4652,,,
307.487775,,,
307.6071,,,
307.63405,,,
307.653375,,,
307.6805,,,
307.7314,,,
307.8792,,,
307.902075,,,
308.069075,,,
308.085475,,,
308.09775,,,
308.19195,,,
308.433725,,,
308.44825,,,
308.511475,,,
308.5332,,,
308.6935,,,
308.713525,,,
308.97965,,,
