SPK_SPKC04a (late exc?),SPK_SPKC04b (inhi/exc),SPK_SPKC05a (exc/inhi)
,29.64445,
,29.67355,
,29.6966,
,29.712075,
,29.78105,
,29.8084,
,29.89795,
,29.956025,
,29.9998,
,30.11005,
,30.143325,
,30.166925,
,30.1925,
,30.234975,
,30.2565,
,30.30955,
,30.3381,
,30.36795,
,30.402825,
,30.4511,
,30.48375,
,30.5313,
,30.553125,
,30.584725,
,30.61145,
,30.63735,
,30.66585,
,30.682775,
,30.6976,
,30.729775,
,30.749825,
,30.84205,
,30.881475,
,30.888975,
,30.901625,
,30.917525,
,30.9472,
,30.9787,
,31.0042,
,31.025975,
,31.05415,
,31.062475,
,31.13135,
,31.150625,
,31.170225,
,31.2068,
,31.24795,
,31.289525,
,31.4194,
,31.44775,
,31.471575,
,31.521,
,31.551725,
,31.5725,
,31.600625,
,31.6593,
,31.6797,
,31.702375,
,31.736175,
,31.77305,
,31.8182,
,31.84865,
,31.97935,
,32.02955,
,32.065975,
,32.138125,
,32.162875,
,32.18575,
,32.20965,
,32.2565,
,32.454425,
,32.4927,
,32.5093,
,32.5412,
,32.573375,
,32.619675,
,32.650025,
,32.6907,
,32.83135,
,32.8765,
,32.88625,
,32.897175,
,32.905975,
,32.9413,
,32.9587,
,32.9809,
,33.0112,
,33.0282,
,33.0542,
,33.0688,
,33.08915,
,33.113725,
,33.13655,
,33.24375,
,33.324825,
,33.349025,
,33.3809,
,33.450475,
,33.4795,
,33.507,
,33.534375,
,33.5614,
,33.577625,
,33.589675,
,33.669225,
,33.6946,
,33.71065,
,33.7432,
,33.766525,
,33.7864,
,33.806825,
,33.8224,
,33.8497,
,33.895775,
,33.920425,
,33.950725,
,33.985125,
,34.028025,
,34.046675,
,34.067625,
,34.095025,
,34.12465,
,34.141775,
,34.1539,
,34.174075,
,34.1893,
,34.229925,
,34.25945,
,34.319575,
,34.38815,
,34.4544,
,34.478425,
,34.503525,
,34.526925,
,34.567725,
,34.587175,
,34.603225,
,34.623525,
,34.659575,
,34.73985,
,34.7588,
,34.8083,
,34.842525,
,34.882125,
,34.904,
,34.92185,
,34.9418,
,34.970725,
,35.024125,
,35.08595,
,35.112325,
,35.1442,
,35.167075,
,35.198275,
,35.2084,
,35.22705,
,35.24055,
,35.25445,
,35.272725,
,35.308325,
,35.342075,
,35.365125,
,35.386275,
,35.399725,
,35.425925,
,35.45545,
,35.5111,
,35.5856,
,35.617275,
,35.637425,
,35.666075,
,35.7032,
,35.731375,
,35.74505,
,35.768475,
,35.801775,
,35.814875,
,35.83695,
,35.849125,
,35.9035,
,35.940175,
,35.9586,
,35.97545,
,35.985925,
,36.00085,
,36.024225,
,36.03455,
,36.06735,
,36.0804,
,36.0957,
,36.144425,
,36.18745,
,36.20565,
,36.241875,
,36.26675,
,36.311775,
,36.3494,
,36.413625,
,36.456225,
,36.502025,
,36.518975,
,36.535825,
,36.58145,
,36.61285,
,36.63225,
,36.68585,
,36.712775,
,36.7462,
,36.76535,
,36.780925,
,36.839475,
,36.849825,
,36.8694,
,36.9012,
,36.9183,
,36.9349,
,37.00165,
,37.020025,
,37.034375,
,37.052875,
,37.068425,
,37.08925,
,37.139725,
,37.1631,
,37.1925,
,37.248525,
,37.2864,
,37.31395,
,37.3387,
,37.3707,
,37.399525,
,37.421475,
,37.4375,
,37.46755,
,37.502825,
,37.528125,
,37.5706,
,37.6077,
,37.63755,
,37.666725,
,37.685325,
,37.715875,
,37.74295,
,37.76905,
,37.790625,
,37.8298,
,37.85245,
,37.867175,
,37.906075,
,37.922875,
,37.9499,
,38.065375,
,38.117775,
,38.1392,
,38.190325,
,38.2146,
,38.248675,
,38.285575,
,38.303675,
,38.326675,
,38.34185,
,38.37045,
,38.400975,
,38.42265,
,38.441975,
,38.48165,
,38.528,
,38.568675,
,38.59795,
,38.62275,
,38.639125,
,38.65575,
,38.6706,
,38.71835,
,38.7371,
,38.753975,
,38.767675,
,38.7811,
,38.815325,
,38.850225,
,38.871175,
,38.909225,
,38.940875,
,38.9709,
,39.007975,
,39.0307,
,39.04335,
,39.075975,
,39.1101,
,39.13865,
,39.161325,
,39.1822,
,39.20575,
,39.2336,
,39.2475,
,39.2925,
,39.323225,
,39.43545,
,39.49685,
,39.526025,
,39.537625,
,39.551225,
,39.56645,
,39.581975,
,39.59405,
,39.606975,
,39.619525,
,39.645525,
,39.6643,
,39.68295,
,39.713025,
,39.766325,
,39.800525,
,39.82485,
,39.875225,
,39.900875,
,39.920375,
,39.954425,
,39.976625,
,40.0082,
,40.053125,
,40.0826,
,40.114275,
,40.142075,
,40.16605,
,40.210875,
,40.275025,
,40.299825,
,40.3237,
,40.353875,
,40.376175,
,40.39645,
,40.438425,
,40.469225,
,40.52545,
,40.58625,
,40.604975,
,40.615275,
,40.636375,
,40.661475,
,40.7066,
,40.730275,
,40.763075,
,40.7802,
,40.816825,
,40.8408,
,40.8642,
,40.8962,
,40.945475,
,40.988525,
,41.16795,
,41.18975,
,41.243275,
,41.291125,
,41.35045,
,41.377425,
,41.40045,
,41.41195,
,41.428175,
,41.440875,
,41.4709,
,41.4864,
,41.511475,
,41.531975,
,41.5573,
,41.582775,
,41.638575,
,41.666475,
,41.686,
,41.7159,
,41.769175,
,41.797,
,41.847825,
,41.877475,
,41.920725,
,41.94455,
,41.9674,
,42.00455,
,42.03655,
,42.090375,
,42.158925,
,42.1858,
,42.2146,
,42.245625,
,42.2843,
,42.304875,
,42.324175,
,42.370025,
,42.435225,
,42.51175,
,42.538425,
,42.562225,
,42.6,
,42.621925,
,42.635275,
,42.661425,
,42.701,
,42.718675,
,42.78145,
,42.79575,
,42.837425,
,42.853075,
,42.892975,
,42.9445,
,42.973225,
,43.065125,
,43.179,
,43.192125,
,43.221275,
,43.253525,
,43.29835,
,43.324975,
,43.350475,
,43.3908,
,43.44295,
,43.5147,
,43.5445,
,43.570875,
,43.629175,
,43.644075,
,43.674825,
,43.70155,
,43.762425,
,43.8114,
,43.864,
,43.936925,
,43.973325,
,44.038225,
,44.06605,
,44.08015,
,44.0956,
,44.12765,
,44.238275,
,44.28355,
,44.428475,
,44.4485,
,44.479275,
,44.5986,
,44.627825,
,44.661025,
,44.7113,
,44.78915,
,44.86575,
,44.9574,
,44.974775,
,45.01055,
,45.045225,
,45.058675,
,45.1013,
,45.141675,
,45.16395,
,45.187725,
,45.221825,
,45.238025,
,45.27125,
,45.30545,
,45.426425,
,45.4603,
,45.5476,
,45.61555,
,45.664175,
,45.680425,
,45.713275,
,45.727675,
,45.75515,
,45.809475,
,45.8387,
,45.934975,
,46.01725,
,46.07005,
,46.092275,
,46.1047,
,46.1303,
,46.155,
,46.18545,
,46.290975,
,46.393675,
,46.429175,
,46.459975,
,46.474625,
,46.5011,
,46.528975,
,46.5632,
,46.591975,
,46.649225,
,46.68385,
,46.726975,
,46.7579,
,46.782975,
,46.80985,
,46.847925,
,46.88015,
,46.901125,
,46.9239,
,46.944375,
,46.9988,
,47.035325,
,47.097725,
,47.123825,
,47.142725,
,47.159025,
,47.185625,
,47.22075,
,47.27015,
,47.2835,
,47.316625,
,47.365025,
,47.423,
,47.454075,
,47.49825,
,47.516225,
,47.527575,
,47.54955,
,47.5768,
,47.609625,
,47.6352,
,47.65805,
,47.75695,
,47.791725,
,47.8122,
,47.839975,
,47.89085,
,47.92135,
,47.990075,
,48.041275,
,48.093325,
,48.116425,
,48.14345,
,48.155325,
,48.16355,
,48.181,
,48.207175,
,48.235725,
,48.2729,
,48.296,
,48.324425,
,48.355125,
,48.4168,
,48.48245,
,48.51025,
,48.5332,
,48.57,
,48.6028,
,48.635325,
,48.652275,
,48.7245,
,48.7895,
,48.80535,
,48.8204,
,48.838725,
,48.864775,
,48.8822,
,48.902025,
,48.93565,
,48.955425,
,48.9804,
,49.022525,
,49.073325,
,49.104,
,49.1233,
,49.145675,
,49.197325,
,49.2196,
,49.244675,
,49.2627,
,49.27275,
,49.303025,
,49.34005,
,49.379225,
,49.45935,
,49.4926,
,49.509075,
,49.525275,
,49.5664,
,49.594,
,49.6204,
,49.63855,
,49.6542,
,49.67275,
,49.72285,
,49.77275,
,49.787575,
,49.803275,
,49.82065,
,49.868675,
,49.9291,
,49.955575,
,49.98475,
,49.99505,
,50.0162,
,50.034775,
,50.057225,
,50.07895,
,50.0991,
,50.1272,
,50.175,
,50.25355,
,50.2837,
,50.337475,
,50.37875,
,50.406025,
,50.441425,
,50.48255,
,50.534075,
,50.590175,
,50.605275,
,50.636375,
,50.676725,
,50.695425,
,50.723,
,50.744225,
,50.77405,
,50.8518,
,50.8905,
,50.9265,
,51.027675,
,51.08955,
,51.116425,
,51.18225,
,51.205625,
,51.26315,
,51.393525,
,51.443125,
,51.4692,
,51.5183,
,51.55955,
,51.565525,
,51.579725,
,51.59695,
,51.640925,
,51.715375,
,51.7663,
,51.817725,
,51.8631,
,51.890575,
,51.93035,
,51.96975,
,51.998675,
,52.0254,
,52.045775,
,52.064675,
,52.137825,
,52.1565,
,52.1752,
,52.2184,
,52.2801,
,52.306325,
,52.349875,
,52.53505,
,52.582275,
,52.606375,
,52.6259,
,52.6614,
,52.6876,
,52.72425,
,52.759425,
,52.824725,
,52.904725,
,52.9364,
,52.9713,
,53.0131,
,53.05955,
,53.12035,
,53.29125,
,53.331025,
,53.38915,
,53.4143,
,53.444675,
,53.47775,
,53.537,
,53.6204,
,53.649275,
,53.702175,
,53.75425,
,53.8027,
,53.8115,
,53.837425,
,53.862025,
,53.894425,
,53.92715,
,53.95075,
,53.98,
,54.027175,
,54.0495,
,54.11625,
,54.232875,
,54.2529,
,54.27805,
,54.330375,
,54.345775,
,54.3645,
,54.397,
,54.43935,
,54.459475,
,54.499,
,54.55665,
,54.6296,
,54.683725,
,54.7477,
,54.776625,
,54.833675,
,54.857125,
,54.890925,
,54.910625,
,54.936925,
,54.984875,
,55.0652,
,55.1008,
,55.135975,
,55.165575,
,55.210775,
,55.278025,
,55.3411,
,55.364625,
,55.403075,
,55.4275,
,55.457825,
,55.494225,
,55.523925,
,55.655975,
,55.6832,
,55.748525,
,55.765325,
,55.81795,
,55.861,
,55.939525,
,56.0117,
,56.032975,
,56.1074,
,56.128525,
,56.1755,
,56.232375,
,56.284625,
,56.312025,
,56.331675,
,56.3445,
,56.3718,
,56.431275,
,56.453725,
,56.481775,
,56.505125,
,56.53275,
,56.612525,
,56.692225,
,56.730075,
,56.755425,
,56.77905,
,56.7973,
,56.825475,
,56.859475,
,56.880275,
,56.896725,
,56.930775,
,56.962525,
,57.130525,
,57.17105,
,57.196075,
,57.217275,
,57.233575,
,57.2723,
,57.2887,
,57.328375,
,57.362625,
,57.391175,
,57.451325,
,57.49175,
,57.522275,
,57.539625,
,57.553825,
,57.568875,
,57.5921,
,57.626775,
,57.65335,
,57.67875,
,57.698075,
,57.715225,
,57.7359,
,57.75835,
,57.79685,
,57.8313,
,57.89635,
,57.998675,
,58.043125,
,58.0593,
,58.076725,
,58.087625,
,58.112225,
,58.1646,
,58.207775,
,58.226425,
,58.249225,
,58.2654,
,58.294925,
,58.320675,
,58.36375,
,58.382175,
,58.4233,
,58.4849,
,58.50665,
,58.553,
,58.587575,
,58.60845,
,58.64525,
,58.687575,
,58.7238,
,58.7424,
,58.775875,
,58.8522,
,58.91765,
,58.940675,
,58.9804,
,59.052975,
,59.063825,
,59.0872,
,59.120675,
,59.146475,
,59.156675,
,59.175675,
,59.2027,
,59.23615,
,59.2677,
,59.424825,
,59.457675,
,59.50255,
,59.518075,
,59.575475,
,59.59925,
,59.615875,
,59.641025,
,59.656725,
,59.70865,
,59.735125,
,59.772875,
,59.804175,
,59.82305,
,59.85175,
,59.87865,
,59.901625,
,59.93845,
,59.9544,
,59.98335,
,60.1502,
,60.202125,
,60.214925,
,60.2393,
,60.29055,
,60.3246,
,60.33815,
,60.384225,
,60.4042,
,60.4906,
,60.533025,
,60.578925,
,60.60375,
,60.6337,
,60.663875,
,60.826825,
,60.8741,
,60.90135,
,60.943,
,60.970525,
,61.00595,
,61.04905,
,61.0723,
,61.100925,
,61.12745,
,61.16095,
,61.2006,
,61.2242,
,61.256225,
,61.289725,
,61.3372,
,61.39255,
,61.417275,
,61.4369,
,61.4522,
,61.47125,
,61.5018,
,61.51105,
,61.5478,
,61.594125,
,61.619725,
,61.641975,
,61.674225,
,61.714175,
,61.7615,
,61.808175,
,61.880725,
,61.92195,
,61.94965,
,62.035325,
,62.11105,
,62.1262,
,62.149375,
,62.172875,
,62.195925,
,62.22115,
,62.2442,
,62.26525,
,62.285875,
,62.306475,
,62.346475,
,62.38795,
,62.4291,
,62.46995,
,62.500275,
,62.544525,
,62.560575,
,62.583275,
,62.607575,
,62.623525,
,62.6412,
,62.66445,
,62.6821,
,62.727825,
,62.746925,
,62.761525,
,62.7876,
,62.807175,
,62.832675,
,62.87625,
,62.91575,
,62.960775,
,62.9858,
,63.016275,
,63.036225,
,63.098025,
,63.1347,
,63.15925,
,63.244275,
,63.270575,
,63.29525,
,63.3128,
,63.3236,
,63.344425,
,63.3563,
,63.3832,
,63.407225,
,63.436925,
,63.45175,
,63.489875,
,63.5269,
,63.554575,
,63.577675,
,63.6088,
,63.646225,
,63.70825,
,63.74995,
,63.766075,
,63.792225,
,63.8192,
,63.8525,
,63.882475,
,63.9114,
,63.9847,
,64.03555,
,64.08875,
,64.111875,
,64.142275,
,64.1709,
,64.22685,
,64.2364,
,64.257475,
,64.277075,
,64.305975,
,64.339675,
,64.35755,
,64.375475,
,64.3883,
,64.403225,
,64.4555,
,64.467825,
,64.4888,
,64.5403,
,64.559075,
,64.588575,
,64.59875,
,64.6179,
,64.652375,
,64.68135,
,64.701275,
,64.73575,
,64.75845,
,64.785275,
,64.81105,
,64.846,
,64.882325,
,64.924425,
,64.9539,
,65.025375,
,65.083225,
,65.106775,
,65.1318,
,65.14885,
,65.180775,
,65.2229,
,65.242075,
,65.264925,
,65.291225,
,65.326575,
,65.34425,
,65.35875,
,65.38785,
,65.416575,
,65.458575,
,65.4775,
,65.48385,
,65.561825,
,65.61905,
,65.653,
,65.739075,
,65.792525,
,65.804625,
,65.8286,
,65.875,
,65.903175,
,65.91175,
,66.0359,
,66.064125,
,66.10215,
,66.1336,
,66.16295,
,66.189175,
,66.265975,
,66.290075,
,66.310225,
,66.336625,
,66.3478,
,66.392925,
,66.440675,
,66.452925,
,66.48245,
,66.521975,
,66.551325,
,66.581325,
,66.6116,
,66.6552,
,66.6964,
,66.72635,
,66.736175,
,66.76525,
,66.7939,
,66.84545,
,66.884825,
,66.933275,
,66.9657,
,66.99315,
,67.006625,
,67.0192,
,67.04975,
,67.08715,
,67.127675,
,67.1485,
,67.167675,
,67.1883,
,67.214425,
,67.23435,
,67.248575,
,67.280525,
,67.35995,
,67.3886,
,67.418375,
,67.459725,
,67.475725,
,67.499725,
,67.5186,
,67.54515,
,67.575,
,67.5982,
,67.609675,
,67.6238,
,67.680575,
,67.7231,
,67.749975,
,67.77975,
,67.822225,
,67.86755,
,67.9393,
,67.96605,
,68.0134,
,68.025175,
,68.061925,
,68.0818,
,68.097575,
,68.11795,
,68.14315,
,68.155375,
,68.181125,
,68.2001,
,68.2486,
,68.282025,
,68.2984,
,68.314675,
,68.3328,
,68.35025,
,68.369975,
,68.3921,
,68.4224,
,68.440675,
,68.46235,
,68.4935,
,68.511825,
,68.53355,
,68.565225,
,68.5902,
,68.642725,
,68.68065,
,68.707225,
,68.735475,
,68.751375,
,68.800975,
,68.828625,
,68.84585,
,68.864625,
,68.88965,
,68.923175,
,68.9566,
,68.9835,
,69.014225,
,69.064325,
,69.11355,
,69.13005,
,69.1975,
,69.284175,
,69.321875,
,69.34695,
,69.358125,
,69.4187,
,69.447125,
,69.474975,
,69.50045,
,69.5248,
,69.5614,
,69.585975,
,69.59895,
,69.61495,
,69.63135,
,69.6446,
,69.6645,
,69.6928,
,69.719275,
,69.770475,
,69.819175,
,69.877,
,69.935525,
,69.958175,
,70.0047,
,70.030525,
,70.042475,
,70.04655,
,70.070375,
,70.096275,
,70.13345,
,70.1564,
,70.2235,
,70.245575,
,70.2687,
,70.2911,
,70.32225,
,70.35545,
,70.40645,
,70.447075,
,70.4704,
,70.52175,
,70.604175,
,70.62865,
,70.651425,
,70.667175,
,70.721375,
,70.737725,
,70.770875,
,70.79365,
,70.808725,
,70.831375,
,70.847475,
,70.9038,
,70.93925,
,70.955625,
,70.972675,
,71.010675,
,71.029475,
,71.056475,
,71.077925,
,71.0953,
,71.11305,
,71.142475,
,71.158125,
,71.178175,
,71.2193,
,71.257125,
,71.2948,
,71.3287,
,71.389825,
,71.43055,
,71.509075,
,71.55595,
,71.588175,
,71.601825,
,71.6251,
,71.64685,
,71.672975,
,71.708625,
,71.735,
,71.7875,
,71.818175,
,71.90425,
,71.932075,
,71.954575,
,71.971875,
,71.98805,
,72.01695,
,72.043925,
,72.077475,
,72.10705,
,72.126225,
,72.163725,
,72.206275,
,72.21835,
,72.242125,
,72.258225,
,72.275025,
,72.36275,
,72.3752,
,72.402525,
,72.4294,
,72.4559,
,72.471075,
,72.493,
,72.524875,
,72.5582,
,72.58295,
,72.60185,
,72.634375,
,72.670075,
,72.695475,
,72.728175,
,72.751225,
,72.771025,
,72.777975,
,72.8097,
,72.85915,
,72.8834,
,72.90565,
,72.921625,
,73.022025,
,73.0645,
,73.10795,
,73.1398,
,73.203325,
,73.261175,
,73.27615,
,73.293975,
,73.335525,
,73.358225,
,73.377275,
,73.446675,
,73.463475,
,73.482225,
,73.500325,
,73.515875,
,73.549275,
,73.565525,
,73.58655,
,73.6121,
,73.651475,
,73.66825,
,73.707725,
,73.738925,
,73.7509,
,73.7721,
,73.78625,
,73.799325,
,73.8186,
,73.8444,
,73.969975,
,73.99005,
,74.0158,
,74.051375,
,74.0858,
,74.100725,
,74.124625,
,74.14225,
,74.17085,
,74.188175,
,74.22555,
,74.262875,
,74.28255,
,74.30355,
,74.317775,
,74.337825,
,74.359325,
,74.370825,
,74.39035,
,74.4253,
,74.44275,
,74.476525,
,74.506075,
,74.541925,
,74.555575,
,74.5692,
,74.610175,
,74.637875,
,74.662725,
,74.687625,
,74.71885,
,74.7628,
,74.786475,
,74.81365,
,74.831925,
,74.86985,
,74.8872,
,74.91,
,74.9359,
,74.954675,
,74.98475,
,75.011725,
,75.0454,
,75.06435,
,75.102425,
,75.130475,
,75.151825,
,75.17795,
,75.19795,
,75.21495,
,75.247825,
,75.273275,
,75.302,
,75.3194,
,75.33845,
,75.3558,
,75.365925,
,75.385725,
,75.420025,
,75.440375,
,75.4756,
,75.491775,
,75.508575,
,75.535925,
,75.578125,
,75.595675,
,75.608225,
,75.6194,
,75.6351,
,75.648525,
,75.67405,
,75.699875,
,75.70815,
,75.739375,
,75.7605,
,75.7841,
,75.806275,
,75.820975,
,75.84265,
,75.860275,
,75.88335,
,76.01215,
,76.056425,
,76.072425,
,76.085425,
,76.0995,
,76.127425,
,76.144675,
,76.20495,
,76.249525,
,76.285075,
,76.302575,
,76.362625,
,76.3996,
,76.436975,
,76.45655,
,76.47365,
,76.49835,
,76.508275,
,76.52505,
,76.53905,
,76.56865,
,76.64585,
,76.6903,
,76.710925,
,76.737125,
,76.751525,
,76.768525,
,76.791375,
,76.8158,
,76.8245,
,76.83285,
,76.950775,
,76.98175,
,76.990975,
,77.0014,
,77.0148,
,77.045825,
,77.084675,
,77.1224,
,77.1386,
,77.155225,
,77.183525,
,77.235625,
,77.275725,
,77.30955,
,77.33735,
,77.36665,
,77.384325,
,77.4082,
,77.448525,
,77.46125,
,77.481,
,77.516725,
,77.549525,
,77.61295,
,77.631575,
,77.689575,
,77.7212,
,77.767675,
,77.7878,
,77.83685,
,77.858575,
,77.864375,
,77.897275,
,77.9089,
,77.93535,
,77.967125,
,78.005225,
,78.02145,
,78.06935,
,78.089875,
,78.346725,
,78.37655,
,78.3995,
,78.425625,
,78.4862,
,78.6331,
,78.6614,
,78.685275,
,78.742275,
,78.7509,
,78.775775,
,78.7904,
,78.816025,
,78.842075,
,78.86235,
,78.9046,
,78.9664,
,79.0406,
,79.07895,
,79.110225,
,79.14685,
,79.219925,
,79.295175,
,79.314425,
,79.32455,
,79.342975,
,79.358375,
,79.372425,
,79.3917,
,79.4015,
,79.431,
,79.448275,
,79.51835,
,79.63285,
,79.6455,
,79.66015,
,79.687225,
,79.70805,
,79.74965,
,79.785275,
,79.81575,
,79.8684,
,79.910825,
,80.02805,
,80.056625,
,80.08175,
,80.12235,
,80.193175,
,80.2197,
,80.296725,
,80.337275,
,80.466725,
,80.49315,
,80.5138,
,80.546675,
,80.595275,
,80.636425,
,80.6989,
,80.7372,
,80.8565,
,80.8763,
,80.892175,
,80.903125,
,80.920725,
,80.931475,
,80.950875,
,80.9685,
,81.028225,
,81.0554,
,81.13815,
,81.200325,
,81.236725,
,81.262975,
,81.279025,
,81.28595,
,81.3005,
,81.3157,
,81.34335,
,81.380575,
,81.40935,
,81.448125,
,81.469425,
,81.53795,
,81.610825,
,81.646375,
,81.677375,
,81.709,
,81.721075,
,81.7441,
,81.82675,
,81.85015,
,81.90785,
,81.9356,
,81.98765,
,82.01835,
,82.0591,
,82.089425,
,82.111,
,82.142025,
,82.179075,
,82.2134,
,82.28215,
,82.3467,
,82.428675,
,82.45585,
,82.4802,
,82.5075,
,82.54355,
,82.562275,
,82.576125,
,82.586275,
,82.60085,
,82.6341,
,82.70985,
,82.820175,
,82.909075,
,82.93375,
,82.949125,
,82.9749,
,82.9873,
,83.00105,
,83.03275,
,83.07465,
,83.11735,
,83.140625,
,83.181875,
,83.206775,
,83.229025,
,83.27315,
,83.29445,
,83.32515,
,83.356575,
,83.375475,
,83.394225,
,83.4105,
,83.424375,
,83.440675,
,83.45715,
,83.4773,
,83.514825,
,83.55435,
,83.582325,
,83.6358,
,83.7157,
,83.8139,
,83.829725,
,83.840575,
,83.875325,
,83.88395,
,83.90785,
,83.93675,
,83.953775,
,83.9688,
,84.1105,
,84.186,
,84.234775,
,84.27125,
,84.329325,
,84.35905,
,84.43205,
,84.4551,
,84.50845,
,84.54115,
,84.57265,
,84.592875,
,84.614925,
,84.650125,
,84.685325,
,84.7252,
,84.748725,
,84.771675,
,84.795675,
,84.831225,
,84.8641,
,84.89795,
,84.931025,
,84.952175,
,84.994725,
,85.032575,
,85.06245,
,85.092775,
,85.147475,
,85.17905,
,85.201975,
,85.243575,
,85.259575,
,85.297575,
,85.33375,
,85.347,
,85.363725,
,85.41425,
,85.440975,
,85.471725,
,85.4996,
,85.559225,
,85.6377,
,85.6756,
,85.708175,
,85.78105,
,85.92435,
,85.960825,
,85.981475,
,86.00575,
,86.0312,
,86.097725,
,86.1296,
,86.176625,
,86.239125,
,86.306475,
,86.34295,
,86.371475,
,86.419375,
,86.491625,
,86.5099,
,86.540825,
,86.583125,
,86.60705,
,86.6269,
,86.676725,
,86.864225,
,86.936425,
,86.96095,
,86.97295,
,86.990425,
,87.02555,
,87.05255,
,87.0911,
,87.12025,
,87.160975,
,87.180725,
,87.264025,
,87.3433,
,87.38955,
,87.437775,
,87.473025,
,87.507325,
,87.530275,
,87.574375,
,87.642075,
,87.67425,
,87.77775,
,87.813625,
,87.889125,
,87.934325,
,87.970925,
,87.986575,
,88.000975,
,88.025425,
,88.076,
,88.09475,
,88.11795,
,88.152175,
,88.172675,
,88.202275,
,88.236225,
,88.293675,
,88.3253,
,88.337375,
,88.421425,
,88.4387,
,88.4741,
,88.51195,
,88.547575,
,88.5733,
,88.615625,
,88.6334,
,88.664675,
,88.696175,
,88.755575,
,88.794425,
,88.85935,
,88.90585,
,88.940975,
,88.9822,
,89.029025,
,89.08375,
,89.100925,
,89.122075,
,89.150175,
,89.163775,
,89.18195,
,89.219,
,89.273,
,89.2903,
,89.36525,
,89.401125,
,89.4222,
,89.435725,
,89.450425,
,89.4861,
