SPK_SPKC08a (inh/exc),SPK_SPKC08b (inhi/exc),SPK_SPKC10a (inhi),SPK_SPKC14a (inhi)
166.8215,155.785625,117.342775,237.5852
167.43375,155.939275,117.44335,237.7413
168.371475,156.050325,117.469575,237.97885
168.57935,156.16715,117.525725,238.451975
168.68385,156.459225,117.55415,238.490175
168.736225,156.57115,117.59905,238.56255
168.81005,156.8329,117.65325,239.0104
169.04635,156.912125,117.670325,239.264
169.31735,156.980375,117.7299,239.364875
169.43535,157.2088,117.764025,239.46955
169.75245,157.434825,117.839675,239.562275
170.101775,157.60815,117.87265,239.796825
170.416525,157.6865,117.89935,240.5011
170.887825,157.976925,117.912925,240.98425
171.3568,158.133325,117.93235,242.054475
171.696025,158.232575,117.96685,242.10535
172.043475,158.336775,117.99845,242.72565
172.144525,158.46095,118.0255,242.851525
172.30905,158.581925,118.117925,243.24675
172.46895,158.740525,118.150525,243.554
172.791775,158.831125,118.195025,243.633975
173.062175,158.929825,118.22125,244.1356
174.0824,159.02315,118.24775,244.2091
174.115875,159.107875,118.2894,244.634925
174.587775,159.182,118.4056,246.06185
174.9427,159.3097,118.428375,246.395375
175.05045,159.616625,118.45545,246.477
175.252175,159.7266,118.485825,246.528025
175.5328,160.1642,118.5459,246.997375
175.76245,160.289175,118.624575,247.21795
175.7884,160.532925,118.652825,247.2732
175.911875,160.7517,118.679225,247.542075
176.598775,160.8044,118.723375,247.642525
176.75985,160.861725,118.73965,247.687175
177.099725,160.984725,118.77885,247.728
177.586975,161.095,118.832725,247.816925
178.008775,161.18705,118.9263,248.08305
178.47885,161.36165,119.008775,248.477975
178.7015,161.485175,119.035825,248.52285
178.7533,161.559425,119.157225,248.574
178.951925,161.733125,119.18605,248.653175
179.3984,161.8974,119.247775,249.0763
180.218275,162.01555,119.30865,249.141775
180.689725,162.098625,119.35455,249.38955
180.828175,162.19275,119.384075,249.4615
180.86495,162.2737,119.628,249.538125
180.98605,162.386925,119.7572,249.6473
181.63335,162.4613,119.7907,249.6778
182.314675,162.5763,119.8124,250.218025
182.365075,162.777325,119.833225,250.301125
182.7168,162.8668,119.849225,250.759425
183.107975,163.00665,119.881775,251.087275
183.388825,163.096925,119.915075,251.312325
183.6563,163.36365,119.958625,251.357475
183.6959,163.453975,119.989175,251.4601
183.817575,163.526725,120.019825,251.8565
184.12115,163.607225,120.058975,251.930375
184.1469,163.83895,120.0812,252.024
184.5363,163.917075,120.131425,252.286775
184.5921,163.937025,120.1592,252.347025
184.6331,164.140725,120.240925,252.723575
184.91465,164.22315,120.32445,252.7701
185.70405,164.3014,120.3496,252.875275
187.32745,164.38825,120.3713,253.0257
187.370475,164.6716,120.3979,253.169275
187.584225,164.755575,120.435925,253.2394
187.7047,164.8796,120.493175,253.298575
187.733375,165.0049,120.613325,254.01975
188.061,165.0803,120.64885,254.074875
188.345825,165.16855,120.703,254.12025
188.484,165.29985,120.737225,254.46575
188.559,165.4453,120.7731,254.5825
188.703275,165.6361,120.8498,254.633275
188.96145,165.713175,120.9232,254.96625
189.126075,165.89055,120.9539,255.070075
189.1658,165.99145,121.064225,255.10975
189.4806,166.094675,121.097775,255.176425
189.744175,166.38665,121.13735,255.2533
190.42745,166.469925,121.171825,255.64
190.4661,166.549125,121.215125,255.72915
190.4805,166.707375,121.254525,256.1764
190.779525,166.83805,121.301675,256.236675
190.9574,166.98005,121.353425,256.278875
191.38455,167.11845,121.3889,256.7495
191.39995,167.135275,121.43865,256.7618
191.736875,167.224875,121.529075,256.794825
191.7485,167.231925,121.574475,256.8619
191.811525,167.34835,121.62185,256.9441
191.9104,167.4098,121.64815,257.461025
192.1475,167.44785,121.686575,257.550925
192.2565,167.50315,121.7417,257.593175
192.5063,167.674475,121.77965,257.620225
192.80445,167.7806,121.8296,258.019975
192.925175,167.87805,121.888575,258.08715
193.44655,167.97835,121.9253,258.28635
193.588575,168.06165,121.97145,258.36445
193.76885,168.207525,121.998425,258.40615
193.7892,168.29745,122.017875,258.54375
194.717525,168.36765,122.040775,258.692875
194.740325,168.476875,122.13875,259.12625
194.864825,168.56335,122.1805,259.685825
195.193175,168.9551,122.224,259.7669
195.269875,169.154,122.2559,259.871325
195.282275,169.360175,122.290575,259.93505
195.3181,169.50735,122.345025,260.3856
195.66525,169.637375,122.365025,260.527725
195.802775,169.734,122.3958,260.896975
195.95465,169.873675,122.4532,260.940425
196.356975,170.003575,122.5908,260.995025
196.47765,170.096425,122.638725,261.482875
196.61415,170.186575,122.6648,261.5236
196.65695,170.289625,122.74395,261.566125
196.768925,170.3805,122.78325,261.605
197.259175,170.4616,122.8084,261.71865
197.428475,170.766525,122.844825,262.15455
197.864425,170.94185,122.878175,262.211275
197.874925,171.0382,122.9105,262.2616
198.139,171.257975,122.953075,262.29135
198.41915,171.347475,123.035575,262.411675
198.87075,171.548775,123.13915,262.883575
199.12205,171.729675,123.17445,263.00205
199.22585,171.87975,123.202725,263.379375
199.303125,172.034975,123.282625,263.457425
199.4517,172.146375,123.30545,263.54415
199.57275,172.3344,123.33575,263.609325
199.701625,172.46105,123.3722,264.121125
199.93315,172.59795,123.425075,264.1876
200.0691,172.760625,123.5299,264.223925
200.354175,172.96305,123.5515,264.268975
200.39145,172.9981,123.609725,264.63495
200.76755,173.12055,123.626475,264.69975
201.063075,173.284,123.6526,264.7362
201.1886,173.525075,123.6756,265.200775
201.268575,173.654275,123.728225,265.25905
201.3192,173.99875,123.778075,265.842375
201.381175,174.114075,123.816925,266.303225
201.455725,174.27105,123.863775,266.34765
201.528975,174.531825,123.8907,266.3762
201.724775,174.60375,123.942625,266.4271
201.826225,174.91485,123.980625,266.622225
202.21135,174.990075,124.05725,266.6668
202.23425,175.1101,124.140275,266.69285
202.242175,175.202325,124.184075,266.881175
202.281725,175.293125,124.2174,266.9577
202.352875,175.427125,124.324175,266.970525
202.395775,175.508125,124.3719,266.9899
202.43845,175.74945,124.42565,267.519575
202.479775,175.835575,124.565925,267.5669
202.53175,175.99605,124.6098,268.058675
202.5976,176.078475,124.6484,268.415875
202.703,176.12885,124.7277,268.491475
204.174725,176.238825,124.744225,268.566
204.378725,176.474625,124.79355,269.13875
204.731875,176.607575,124.837575,269.44595
204.85065,176.675875,124.877325,269.510825
205.087375,176.837275,124.9396,269.609325
205.10405,176.916575,124.98435,270.25215
205.370575,177.233375,125.004775,270.31775
205.384225,177.321875,125.03315,270.423925
205.706625,177.3941,125.067575,270.516175
205.76345,177.5058,125.124225,270.538675
205.935475,177.624275,125.22165,270.592675
206.175825,177.70325,125.255775,270.97495
206.298375,177.808875,125.277975,271.5559
207.073125,177.959825,125.3036,271.60435
207.139425,178.2079,125.332225,271.690125
207.42915,178.377575,125.365525,272.113025
207.440725,178.486125,125.42395,272.150275
207.785775,178.65505,125.456075,272.18225
208.1766,178.746375,125.5518,272.233775
208.391975,178.806625,125.598625,272.300225
208.608275,178.920975,125.644325,272.698975
208.983175,179.006625,125.6832,272.75865
208.989225,179.078625,125.7373,272.931225
209.38895,179.26635,125.7695,273.0159
209.640125,179.3464,125.79615,273.0694
210.03455,179.370075,125.824475,273.472975
210.15415,179.45315,125.84185,273.52835
210.16085,179.51655,125.872375,273.58345
210.296325,179.6196,125.904475,273.637325
210.311425,179.69945,125.9464,273.970825
210.481225,179.7727,126.020475,274.046675
210.521075,179.883,126.1069,274.07875
210.59995,179.9784,126.14355,274.108375
210.7565,180.0707,126.173725,274.419375
210.97755,180.14655,126.242425,275.072725
211.16275,180.4706,126.27595,275.1199
211.72185,180.6429,126.3111,275.143625
211.977125,180.73805,126.33225,275.178325
212.458575,180.841525,126.364075,275.245675
212.807775,180.9533,126.38125,275.703375
212.9898,181.047225,126.4238,275.745
213.071375,181.1681,126.459325,276.089375
214.006075,181.2536,126.4868,276.2029
214.40735,181.323325,126.5561,276.267625
214.58685,181.5831,126.620225,276.3546
214.846475,181.695375,126.672325,276.706225
214.9897,181.81205,126.75895,277.288425
215.1873,181.884225,126.7801,277.36565
215.593325,181.97605,126.808375,277.395425
215.882125,182.146175,126.897925,277.4791
216.132825,182.241275,126.9661,277.721975
216.185625,182.417425,127.124675,278.39995
216.613025,182.559425,127.15,278.9317
218.0484,182.659375,127.181225,279.00565
218.0572,182.840475,127.214275,279.338925
218.3361,182.9654,127.23875,279.451125
218.45775,183.092225,127.382025,279.51455
218.554675,183.163825,127.50545,279.845
218.954175,183.262425,127.53455,279.8918
219.021775,183.42415,127.575525,279.987075
219.08285,183.5683,127.639325,280.047775
219.1446,183.679225,127.659075,280.50515
219.346725,183.782175,127.70825,280.560225
219.607225,183.858475,127.73075,280.63085
219.66885,183.929025,127.801525,280.660325
220.0169,184.05665,127.855375,281.40505
221.437975,184.1326,127.881225,281.76045
221.44065,184.239825,127.906925,281.791825
221.76635,184.351475,127.946875,281.82675
221.84265,184.45365,127.97035,281.885725
222.104575,184.79605,128.041525,282.05075
222.11305,184.8767,128.0558,282.1434
222.189725,184.960475,128.117125,282.16715
222.366,185.022875,128.1375,282.208725
222.3743,185.200275,128.182825,282.419525
222.635975,185.26615,128.214675,282.503975
222.80695,185.3259,128.2543,282.859325
222.86475,185.4221,128.281075,282.90985
222.8731,185.50535,128.3281,283.057175
223.290325,185.64545,128.3406,283.100675
223.359375,185.7178,128.35735,283.1734
223.501325,185.79915,128.40785,283.305675
223.997525,185.8997,128.428475,284.108175
224.369675,185.9997,128.45355,284.2875
224.3993,186.0826,128.4983,284.425575
224.634775,186.151325,128.5904,284.5009
225.151325,186.386975,128.625125,284.5458
225.271375,186.457975,128.650975,285.278525
225.683425,186.605925,128.6623,285.816325
225.690625,186.726425,128.686325,285.8597
225.950325,186.7327,128.74265,286.1544
226.420975,186.796375,128.8067,286.525925
226.50095,186.898275,128.91765,286.5421
227.1681,187.087425,128.94155,286.613825
227.6096,187.335575,128.97045,286.95985
228.051375,187.405125,129.009725,287.02535
228.109675,187.568075,129.0411,287.05115
228.38035,187.641575,129.132075,287.097425
228.713025,187.8006,129.15415,287.48005
228.82465,187.82995,129.184475,288.18655
229.012875,187.8926,129.258375,288.2486
229.06745,187.943825,129.321275,288.571725
229.163625,187.957625,129.3414,288.63745
229.346475,188.097875,129.374325,289.019275
229.444375,188.162075,129.472525,289.089025
229.4782,188.227,129.499375,289.38445
229.738075,188.23665,129.532125,289.496625
229.947525,188.32825,129.61885,289.7606
230.675725,188.41555,129.73395,289.808625
230.733025,188.80125,129.781025,290.1677
230.9727,188.90075,129.801625,290.60535
231.050975,188.983875,129.83785,290.6659
231.6222,189.044775,129.892325,290.958675
231.6299,189.2483,129.925475,291.067575
231.88525,189.36855,129.97535,291.25395
231.928675,189.841825,130.109375,291.266825
233.2366,189.9139,130.1325,291.45285
233.323825,190.04425,130.164325,291.497725
233.439375,190.09495,130.189075,291.5203
233.65285,190.238725,130.26605,291.956325
234.0091,190.319175,130.303525,292.0867
234.116425,190.58405,130.319225,292.3948
234.529075,190.686425,130.344975,292.454275
234.664725,190.8655,130.50385,292.50155
235.353925,190.961225,130.5414,292.544325
235.412125,191.059475,130.577075,292.651
235.6542,191.1566,130.613625,292.73585
235.973425,191.22135,130.6377,293.329475
236.221375,191.4868,130.714475,293.46465
236.36995,191.730075,130.74355,293.550875
236.4781,191.78585,130.8956,293.5909
236.85685,192.179275,130.929175,293.7114
237.31275,192.314825,130.95675,294.41625
237.37735,192.479025,130.9945,294.484975
237.5096,192.563175,131.03035,294.9099
237.625975,192.7024,131.059525,295.35285
237.7088,192.77825,131.114225,295.419575
237.877575,192.856775,131.1666,295.707975
238.012925,192.94175,131.228525,295.7728
238.26745,193.014575,131.269925,295.82395
238.334,193.098875,131.32645,295.928075
238.532825,193.124975,131.371175,296.444125
238.640925,193.2442,131.4166,296.5377
238.779675,193.246075,131.468675,296.57585
239.22295,193.3811,131.501575,297.024725
239.31135,193.553975,131.53695,297.42915
239.496,193.738375,131.623825,297.49065
239.622275,193.803825,131.667025,297.5879
239.83035,193.894225,131.71,298.216625
239.924875,194.085925,131.767475,298.2407
240.255975,194.1917,131.82765,298.363025
240.356425,194.267825,131.851025,298.678375
240.499725,194.400675,131.893325,299.11755
241.321975,194.5347,131.982725,299.496225
241.581825,194.607025,132.03715,299.5384
241.6409,194.643825,132.06935,299.618125
241.871275,194.70805,132.0977,300.479575
241.968925,194.777675,132.122925,300.535525
242.00875,194.928,132.145975,300.8894
242.197425,195.0469,132.178375,300.9285
242.2725,195.158675,132.212825,301.290675
242.616775,195.241025,132.242525,301.68965
242.767975,195.306725,132.2802,302.451775
242.814275,195.402375,132.31835,302.502575
242.9768,195.491075,132.36185,302.55285
243.1457,195.598925,132.388875,302.997675
243.459725,195.64635,132.462375,303.060375
243.8669,195.7351,132.534525,303.50755
243.96565,195.857,132.568775,303.571725
244.204975,195.980525,132.66665,303.894425
244.244625,196.0758,132.70025,304.008675
244.27255,196.104125,132.733075,304.1685
244.3292,196.201675,132.7759,304.4678
244.5626,196.345925,132.8325,305.7573
244.62695,196.503,132.89765,306.866325
244.86845,196.5743,132.92075,307.5159
244.9375,196.723125,132.9566,307.784875
244.97335,196.905225,133.042225,307.831525
244.9836,196.9939,133.0804,308.07585
245.307575,197.0592,133.117225,308.35035
245.31005,197.16245,133.1963,308.587925
245.348075,197.26965,133.2666,308.645525
245.365425,197.5309,133.3324,308.98555
245.68,197.608975,133.355625,309.030725
245.77225,197.69525,133.4171,309.099225
245.9221,197.790025,133.43855,309.154875
246.0931,197.88675,133.524625,310.045575
246.33045,198.016825,133.537375,310.0725
246.51725,198.223075,133.590975,310.204925
246.523075,198.3099,133.612025,310.648125
247.587475,198.3493,133.6402,310.698425
247.732825,198.428075,133.674075,310.76415
247.978325,198.68065,133.696225,311.3987
248.071675,198.79065,133.771575,311.408025
248.204675,198.895,133.806675,311.459625
248.2607,198.972,133.834875,311.594175
248.712275,199.05905,133.867575,311.68705
249.16725,199.1917,133.90565,311.77355
249.38945,199.29155,134.0115,312.243225
249.67645,199.38235,134.189875,312.6172
249.75805,199.47805,134.23865,313.10835
249.7837,199.5633,134.267575,313.298525
249.8507,199.62655,134.286625,313.3453
249.968325,199.7362,134.348025,313.462
250.3908,199.842625,134.368225,313.876925
250.501725,199.955175,134.40495,313.92825
250.785575,200.2689,134.445775,314.0634
250.966175,200.346025,134.474675,314.3746
251.010375,200.450125,134.522075,314.8546
251.21245,200.774275,134.545825,315.021975
251.30485,200.857275,134.578275,315.104525
251.43955,200.957525,134.638825,315.4438
251.665575,201.109375,134.68495,315.536775
251.899425,201.16425,134.7487,315.591525
252.335175,201.22565,134.784,316.042175
253.4819,201.259725,134.823775,316.226425
253.49485,201.3043,134.859025,316.3072
253.583975,201.390525,134.918375,316.786175
253.628675,201.53655,134.962025,316.8486
253.9282,201.621375,134.9976,317.24525
254.558275,201.6784,135.045975,317.8161
254.7629,201.7386,135.117625,318.013675
255.191325,201.807175,135.152775,318.442525
255.278275,201.88205,135.1852,318.5255
255.3551,201.947775,135.21965,318.649825
255.5839,202.051375,135.2572,318.985875
255.7958,202.15945,135.28325,319.090175
255.83615,202.232925,135.334575,319.248125
255.8507,202.310575,135.372325,319.310925
255.986725,202.397825,135.4169,319.5474
256.038225,202.4944,135.489075,320.0869
256.273,202.583775,135.55115,320.345725
256.333475,202.64385,135.594275,320.510225
256.42395,202.73385,135.6067,320.7282
256.848225,202.918625,135.63575,320.799475
256.88945,203.1028,135.6749,321.185625
256.9615,203.2142,135.708025,321.27085
257.0216,203.34895,135.778,321.619525
257.04745,203.42325,135.8048,322.062625
257.174175,203.58695,135.8727,323.139725
257.2681,203.6976,135.908475,323.5591
257.556375,203.751325,135.945775,324.9076
257.572925,203.769275,136.0007,325.0303
257.610625,203.873925,136.07705,325.0882
257.690575,203.9805,136.10005,325.146425
257.77455,204.05925,136.12995,325.517225
258.1466,204.20235,136.207875,325.890025
258.590475,204.31445,136.295975,325.954125
258.710575,204.41345,136.353875,326.1519
258.7273,204.4706,136.398125,326.218525
259.186575,204.565175,136.4387,326.25285
259.25705,204.672,136.4679,326.293125
259.347025,204.7459,136.531575,327.63385
259.76435,204.8066,136.56875,327.700675
259.880525,204.8648,136.599725,328.162025
259.91775,205.2601,136.6996,328.25935
,205.33475,136.75195,328.460375
,205.50145,136.8741,328.5322
,205.592675,136.924475,328.5835
,205.690575,136.961725,328.928625
,205.836875,137.034175,329.537925
,205.919275,137.07,330.656025
,205.997425,137.090825,331.4405
,206.143625,137.135475,331.5221
,206.231275,137.170725,331.5766
,206.5585,137.207,331.7871
,206.6454,137.230625,331.82575
,206.8159,137.257825,332.136625
,206.96995,137.294025,332.23945
,207.03185,137.328375,332.293475
,207.278925,137.352825,332.345575
,207.39945,137.415775,332.776175
,207.43955,137.446875,332.838425
,207.52825,137.482925,333.347225
,207.647225,137.519775,333.413775
,207.738425,137.5419,334.1501
,207.903725,137.572525,334.375475
,208.021825,137.617925,334.810775
,208.0928,137.681525,335.3023
,208.53185,137.711975,335.616025
,208.57015,137.73905,335.873625
,208.63495,137.806275,336.45205
,208.710525,137.8277,336.684325
,208.97355,137.851825,337.23725
,209.05705,137.865275,337.44265
,209.1194,137.88555,337.554875
,209.3538,137.90875,337.6115
,209.43775,137.979275,338.255775
,209.520925,138.076575,338.287725
,209.65825,138.0913,338.6081
,209.800375,138.118925,338.661025
,209.893525,138.145025,338.838325
,209.997525,138.167325,339.395825
,210.092075,138.205175,340.57205
,210.14415,138.254475,341.0588
,210.208675,138.320675,341.894925
,210.335525,138.3592,342.83385
,210.408125,138.44775,343.396575
,210.478825,138.4867,343.832625
,210.53165,138.51595,344.0528
,210.5673,138.5512,344.104
,210.569,138.576175,344.2781
,210.5852,138.615725,345.25135
,210.6096,138.663975,345.64785
,210.681675,138.69005,345.695175
,210.7296,138.715225,346.1431
,210.7756,138.809025,346.202575
,210.81525,138.862225,346.353225
,210.874525,138.901325,346.427275
,210.980025,138.95085,346.46745
,211.2003,138.984525,347.07875
,211.252825,139.0171,347.821775
,211.337225,139.06895,349.714675
,211.47235,139.091275,349.9672
,211.70115,139.16305,350.541325
,211.7979,139.213025,350.706575
,212.008775,139.23655,350.865225
,212.073975,139.287275,351.1834
,212.150575,139.33415,351.428025
,212.232525,139.4077,351.690575
,212.248225,139.426175,352.025425
,212.342275,139.48755,352.069625
,212.554525,139.548175,352.39905
,212.676475,139.594325,352.444825
,212.7406,139.62755,353.0183
,212.830875,139.726325,354.1264
,212.868625,139.763675,354.6227
,212.8976,139.7954,354.793575
,212.991325,139.867075,354.8417
,213.027375,139.90225,354.920925
,213.075325,139.938225,355.0302
,213.1447,140.016175,355.09935
,213.2596,140.059475,355.727525
,213.315675,140.0877,355.751625
,213.371725,140.1181,357.77645
,213.581475,140.169,358.268975
,213.6766,140.19145,360.756325
,213.777925,140.206525,361.1133
,213.8384,140.314025,362.103375
,213.905725,140.415525,362.648925
,214.114825,140.52355,363.289575
,214.194175,140.55425,363.9551
,214.3088,140.585275,364.509125
,214.39325,140.612125,364.599325
,214.444075,140.666375,364.795375
,214.511075,140.821975,365.544575
,214.58285,140.84495,365.57515
,214.656425,140.87935,365.9255
,214.891825,140.9129,366.1843
,215.1825,140.97505,366.54795
,215.439875,141.014575,367.276275
,215.511775,141.08505,367.3736
,215.650425,141.1251,369.9828
,215.9319,141.2433,370.02955
,216.2045,141.28145,370.43195
,216.320525,141.321725,370.566425
,216.40165,141.360175,371.26985
,216.47625,141.4211,371.9193
,216.566325,141.491875,371.9861
,216.8112,141.5294,372.3887
,216.8909,141.568125,372.439575
,216.9516,141.604925,373.2503
,217.2315,141.63555,374.5303
,217.295025,141.6974,376.72705
,217.380925,141.724,377.98805
,217.479875,141.759825,378.011175
,217.55535,141.897475,381.1941
,217.6512,141.9516,381.764625
,217.71615,142.0298,383.442375
,217.8111,142.061275,383.629575
,217.9087,142.1222,384.433975
,218.0281,142.1745,388.3718
,218.132025,142.21815,388.882775
,218.2211,142.2645,390.6545
,218.3323,142.329275,391.5908
,218.421475,142.366975,391.7236
,218.51265,142.413175,393.37615
,218.572525,142.449525,394.4181
,218.73425,142.47695,395.677925
,218.8303,142.503575,396.1118
,218.923975,142.5366,396.228575
,219.005325,142.5884,400.1037
,219.06325,142.622925,400.17375
,219.123225,142.6461,400.53175
,219.16025,142.666875,401.222325
,219.210075,142.7011,402.01815
,219.263,142.834725,402.427
,219.3192,142.865825,402.4919
,219.396525,142.912,405.227825
,219.488275,142.958975,405.51615
,219.56775,143.00675,408.818075
,219.648025,143.197875,408.891525
,219.70985,143.22215,409.812275
,219.784525,143.27485,409.857525
,219.86375,143.302675,410.002975
,219.917775,143.349425,410.328475
,219.950925,143.387175,410.5799
,220.14005,143.459075,411.56085
,220.164325,143.5193,412.09585
,220.210125,143.5539,412.14695
,220.349725,143.5934,412.713175
,220.51695,143.65845,412.843525
,220.7276,143.684,413.339075
,220.7781,143.714425,414.696
,220.9585,143.741825,416.68335
,221.1442,143.87755,417.22505
,221.3919,143.924725,417.62755
,221.600425,143.9541,418.1809
,221.741425,144.02835,419.63575
,221.799325,144.124,421.900325
,221.84015,144.1475,422.26555
,221.940025,144.17,422.314475
,222.06305,144.232025,422.914425
,222.29195,144.258175,423.31175
,222.456775,144.2813,423.75165
,222.650225,144.393575,425.885275
,222.73595,144.420475,426.054
,222.87945,144.451025,427.7549
,222.98475,144.4961,428.414875
,223.032025,144.526775,428.48285
,223.10555,144.559825,428.9736
,223.173575,144.582175,430.15595
